,Symb.,Name,Sector,Precision_up,Precision_down
95,HPE,Hewlett Packard Enterprise Comp,Information Technology,82.69,73.53
96,HRB,H&R Block,Financials,69.49,79.55
97,HRL,Hormel Foods Corp,Consumer Staples,80.85,72.5
98,HSIC,Henry Schein Inc,Health Care,88.89,83.64
99,HST,Host Marriott Financial Trust,Real Estate,77.5,91.3
100,HSY,Hershey Foods Corp,Consumer Staples,100.0,100.0
101,IBM,International Business Machines,Information Technology,81.13,78.26
102,IFF,International Flavors & Fragrances,Materials,93.94,87.18
103,INCY,Incyte Corp,Health Care,82.69,79.07
104,IP,International Paper Company,Materials,91.3,69.57
105,IPG,Interpublic Group of Companies,Consumer Discretionary,80.36,94.12
106,IPGP,Ipg Photonics Corp,Information Technology,81.33,95.45
107,IRM,Iron Mountain Inc,Real Estate,71.88,73.68
108,IT,Gartner Inc,Information Technology,86.96,89.66
109,IVZ,Invesco Plc,Financials,75.51,84.38
110,JBHT,J B Hunt Transport,Industrials,70.13,84.62
111,JCI,Johnson Controls Intl,Industrials,75.0,100.0
112,JNJ,Johnson & Johnson,Health Care,69.49,94.74
113,JNPR,Juniper Networks,Information Technology,72.73,86.96
114,JWN,Nordstrom,Consumer Discretionary,92.86,70.83
115,KEY,Keycorp,Financials,80.85,74.0
116,KLAC,K L A-Tencor Corp,Information Technology,78.26,77.27
117,KMB,Kimberly-Clark Corp,Consumer Staples,100.0,100.0
118,KR,Kroger Company,Consumer Staples,74.29,82.0
119,LB,L Brands Inc,Consumer Discretionary,80.95,75.93
120,LEG,Leggett & Platt Inc,Consumer Discretionary,88.57,75.0
121,LEN,Lennar Corp,Consumer Discretionary,90.91,81.25
122,LH,Laboratory Corp of America Holdings,Health Care,69.57,95.45
123,LNC,Lincoln National Corp,Financials,82.35,90.48
124,LOW,Lowe's Companies,Consumer Discretionary,75.47,74.47
125,LRCX,Lam Research Corp,Information Technology,90.91,100.0
126,LYB,Lyondellbasell Industries NV,Materials,86.96,92.68
127,M,Macy's Inc,Consumer Discretionary,82.61,70.83
128,MAS,Masco Corp,Industrials,94.29,88.89
129,MCK,Mckesson Corp,Health Care,96.23,100.0
130,MDT,Medtronic Inc,Health Care,79.17,94.12
131,MET,Metlife Inc,Financials,100.0,78.05
132,MGM,MGM Resorts International,Consumer Discretionary,86.96,71.11
133,MLM,Martin Marietta Materials,Materials,100.0,95.0
134,MMM,3M Company,Industrials,86.84,71.11
135,MOS,Mosaic Company,Materials,84.62,76.19
136,MRK,Merck & Company,Health Care,71.21,100.0
137,MRO,Marathon Oil Corp,Energy,72.46,82.14
138,MS,Morgan Stanley,Financials,89.74,83.33
139,MTB,M&T Bank Corp,Financials,71.43,73.68
140,MU,Micron Technology,Information Technology,72.73,77.78
141,MXIM,Maxim Integrated,None,90.48,82.0
142,NBL,Noble Energy Inc,Energy,73.33,93.75
143,NCLH,Norwegian Cruise Ord,Consumer Discretionary,86.76,85.0
144,NFLX,Netflix Inc,Information Technology,72.73,78.85
145,NKE,Nike Inc,Consumer Discretionary,72.58,78.57
146,NOC,Northrop Grumman Corp,Industrials,96.67,96.15
147,NOV,National-Oilwell,Energy,96.3,69.84
148,NTRS,Northern Trust Corp,Financials,74.42,92.59
149,NWS,News Cp Cl B,Consumer Discretionary,84.31,76.32
150,OMC,Omnicom Group Inc,Consumer Discretionary,87.88,75.0
151,PAYX,Paychex Inc,Information Technology,76.47,100.0
152,PCAR,Paccar Inc,Industrials,97.67,80.0
153,PEP,Pepsico Inc,Consumer Staples,100.0,85.0
154,PFG,Principal Financial Group Inc,Financials,82.61,82.14
155,PH,Parker-Hannifin Corp,Industrials,88.64,86.11
156,PNR,Pentair Ltd,Industrials,80.65,76.47
157,PNW,Pinnacle West Capital Corp,Utilities,69.77,85.19
158,PPL,PPL Corp,Utilities,76.19,75.0
159,PRU,Prudential Financial Inc,Financials,77.78,84.0
160,PSA,Public Storage,Real Estate,89.47,96.3
161,PSX,Phillips 66,Energy,86.44,72.92
162,PWR,Quanta Services,Industrials,77.14,90.0
163,PXD,Pioneer Natural Resources CO,Energy,93.48,95.45
164,QCOM,Qualcomm Inc,Information Technology,92.31,81.25
165,QRVO,Qorvo Inc,Information Technology,77.63,70.31
166,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,83.87,79.66
167,RE,Everest Re Group,Financials,89.66,100.0
168,REGN,Regeneron Pharmaceuticals,Health Care,94.59,88.46
169,RF,Regions Financial Corp,Financials,72.6,75.76
170,RJF,Raymond James Financial,Financials,75.34,84.21
171,RL,Ralph Lauren Corp,Consumer Discretionary,72.73,70.27
172,RMD,Resmed Inc,Health Care,91.67,90.91
173,ROST,Ross Stores Inc,Consumer Discretionary,95.24,72.92
174,SCHW,The Charles Schwab Corp,Financials,72.06,76.92
175,SEE,Sealed Air Corp,Materials,94.29,84.0
176,SHW,Sherwin-Williams Company,Materials,86.49,72.41
177,SIVB,Svb Financial Group,Financials,79.71,76.6
178,SJM,J.M. Smucker Company,Consumer Staples,69.39,95.24
179,SNA,Snap-On Inc,Consumer Discretionary,74.32,100.0
180,SPG,Simon Property Group,Real Estate,72.0,80.43
181,SRE,Sempra Energy,Utilities,86.96,85.71
182,STZ,Constellation Brands Inc,Consumer Staples,76.74,79.31
183,SWKS,Skyworks Solutions,Information Technology,77.5,71.01
184,SYF,Synchrony Financial,Financials,71.88,81.25
185,TGT,Target Corp,Consumer Discretionary,72.22,81.25
186,TPR,Tapestry Inc,Consumer Discretionary,74.29,86.84
187,TROW,T Rowe Price Group,Financials,85.71,84.85
188,TRV,The Travelers Companies Inc,Financials,78.95,69.44
189,TSCO,Tractor Supply CO,Consumer Discretionary,90.48,88.0
190,TSN,Tyson Foods,Consumer Staples,89.19,73.91
191,UHS,Universal Health Services,Health Care,71.43,74.42
192,UPS,United Parcel Service,Industrials,76.06,97.14
193,URI,United Rentals,Industrials,71.91,83.61
194,VFC,V.F. Corp,Consumer Discretionary,85.71,69.23
195,VMC,Vulcan Materials Company,Materials,86.11,72.22
196,VZ,Verizon Communications Inc,Telecommunication Services,84.44,72.73
197,WAB,Wabtec Corp,None,84.21,95.0
198,WDC,Western Digital Cp,Information Technology,76.92,77.27
199,WFC,Wells Fargo & Company,Financials,82.69,90.32
200,WHR,Whirlpool Corp,Consumer Discretionary,75.0,87.27
201,WRK,Westrock Company,Materials,79.59,90.2
202,WY,Weyerhaeuser Company,Real Estate,72.92,75.0
203,XLNX,Xilinx Inc,Information Technology,72.34,100.0
204,XOM,Exxon Mobil Corp,Energy,69.57,84.13
205,XRX,Xerox Corp,Information Technology,80.0,83.72
206,ZBH,Zimmer Biomet Holdings,Health Care,93.62,90.0
