,Date,Vix,P/C Ratio,Varop_Spy,Varhl_spy,Varop_vix,Varhl_vix,RSI,75 - RSI,RSI - 25,BBD_Delta_Up,delta5_8,delta8_10,delta10_12,delta12_15,delta15_30,delta30_35,delta35_40,delta40_45,delta45_50,Spread,Peaks,Valley,delta_tsf,Forcast Oscillator,target_up,target_down,target_value
379,20151207,14.67,1.27,13.349999999999909,23.639999999999873,0.9399999999999995,1.709999999999999,51.431192619381875,19.861935856021297,30.138064143978703,27.899599006138942,-2.384749999998803,-1.0752499999975953,-0.2735000000011496,4.286833333332652,-0.750666666667712,5.442190476191627,7.548392857142517,7.6763055555557,14.742044444444446,2062.4,0,0,2083.715714285715,-0.7875157191259893,0,0,2077.07
380,20151208,15.91,1.24,9.799999999999727,21.529999999999745,-0.870000000000001,1.7799999999999976,48.21275447328093,23.568807380618125,26.431192619381875,30.03351083133839,-7.032749999998941,-1.9352499999972679,-1.1026666666680285,2.1226666666661913,0.19566666666560195,4.334047619048761,7.250285714285383,7.128666666666959,12.806533333332936,2047.68,0,0,2073.1681318681303,-1.2381867958799724,0,0,2063.59
381,20151209,18.11,1.12,13.550000000000182,43.799999999999955,-2.24,3.490000000000002,44.64807094927848,26.78724552671907,23.21275447328093,35.542367971241674,-8.099499999998443,-3.0944999999974243,-1.7921666666679812,-1.1518333333337978,0.6166666666654237,3.243619047620541,6.633464285714126,6.722472222221768,11.040377777777849,2029.51,0,0,2063.4509890109885,-1.7628131335753254,0,0,2047.62
382,20151210,14.81,1.05,-4.2999999999999545,21.980000000000018,2.619999999999999,2.959999999999999,45.891735713363204,30.351929050721523,19.648070949278477,36.72172714429962,-4.054999999998472,-2.952999999997701,-2.592833333334511,-1.9251666666668825,-0.20266666666839228,1.0218095238114984,6.134857142857072,6.918888888888432,9.649711111111174,2037.42,0,0,2055.8250549450536,-1.0202624397913642,0,0,2052.23
383,20151211,15.84,1.09,34.90000000000009,38.47000000000003,-0.1899999999999995,1.5999999999999996,37.95169395416857,29.108264286636796,20.891735713363204,51.423438668166455,-8.63649999999825,-6.4614999999976135,-3.9693333333348164,-3.731333333333623,-2.2260000000019318,-0.39933333333101473,5.275249999999687,6.655194444444078,7.855155555555939,1996.53,0,1,2039.1612087912065,-2.5383497573005243,1,0,2012.37
384,20151214,17.6,0.95,-8.570000000000164,29.660000000000082,0.08999999999999986,1.8099999999999987,40.60857069296786,37.04830604583143,12.951693954168569,49.48214442915196,-12.466249999998126,-7.8107499999978245,-4.238833333334242,-4.826833333333525,-4.7940000000025975,-0.7930476190454101,4.03421428571437,6.219277777777279,6.600222222222328,2004.3400000000001,0,0,2027.30989010989,-1.6758684701352922,0,0,2021.94
385,20151215,19.61,1,-17.860000000000127,28.319999999999936,-1.5599999999999987,4.409999999999998,46.17678454605143,34.39142930703214,15.60857069296786,46.680983518461744,-15.725999999998294,-2.664999999997235,-6.269166666668298,-5.839833333333445,-5.651333333335515,-2.0209523809508028,2.997035714286085,5.886361111111,6.049688888888795,2023.8000000000002,0,0,2024.1725274725277,0.2079265154224356,0,0,2043.41
386,20151216,19.34,1.47,-26.570000000000164,34.289999999999736,-0.08999999999999986,1.5899999999999999,52.76516030768923,28.82321545394857,21.17678454605143,48.645078418538105,-8.308499999998276,-4.348499999996875,-6.301500000001852,-5.38016666666681,-5.498666666668669,-3.450095238094036,2.1446785714292673,5.402083333332939,5.728466666666463,2053.73,1,0,2030.9695604395572,2.207359611113481,0,1,2073.07
387,20151217,24.39,0.92,31.87000000000012,34.70999999999981,-3.030000000000001,4.390000000000001,46.34298219226776,22.23483969231077,27.76516030768923,40.778635776886404,-5.978999999998223,-7.972999999997228,-2.0128333333345836,-7.3098333333337,-6.616666666669062,-4.079523809522016,0.18635714285755967,4.916944444444198,5.866155555555451,2017.5,0,0,2029.596923076922,0.8676996570565706,0,0,2041.89
388,20151218,22.73,1.07,35.25999999999999,35.32999999999993,1.9699999999999989,5.34,40.20152894132393,28.657017807732238,21.342982192267762,42.94194335132261,-0.08799999999791908,-6.613999999997304,-4.463500000001204,-7.835833333333994,-9.108000000001994,-4.829523809522016,-1.0356428571426477,4.149833333332936,5.616866666666283,1982.82,0,1,2017.7256043956006,-1.2674608182073368,1,0,2005.55
389,20151221,20.95,1.03,-10.88000000000011,16.970000000000027,-0.18999999999999773,1.6000000000000014,43.653584861902544,34.79847105867607,15.201528941323929,40.898137963827594,3.0627500000016425,-4.3307499999973516,-7.683000000001357,-6.257666666667092,-10.457000000002154,-5.768047619045319,-1.3487857142858957,3.0656111111111386,5.225888888888676,2000.2,0,0,2016.6861538461524,-0.4179265802598445,0,0,2021.15
390,20151222,17.86,0.77,-15.819999999999936,22.25,1.3900000000000006,3.1199999999999974,47.38974862520241,31.346415138097456,18.653584861902544,40.10981419895961,3.83225000000175,-3.526249999997617,-5.751666666668143,-6.406999999999925,-13.380666666669185,-5.228952380949977,-2.402964285714461,2.142361111111313,4.913688888888373,2021.1100000000001,0,0,2019.3592307692295,1.0419180078372616,0,0,2038.97
391,20151223,18.94,1.19,-22.089999999999918,22.529999999999973,-2.7600000000000016,2.9200000000000017,52.235949859535914,27.610251374797592,22.389748625202408,43.083949519333146,-4.413749999998345,1.2967500000024756,-3.019666666667945,-6.457333333333509,-13.814333333335526,-4.509952380949926,-3.662964285714679,1.357472222222441,4.4465777777777475,2045.35,0,0,2025.3476923076944,2.3060638841368024,0,0,2064.29
392,20151224,20.7,1.56,2.5300000000002,8.63000000000011,-1.3599999999999994,4.550000000000001,51.56920992711651,22.764050140464086,27.235949859535914,42.135608002544814,-5.474999999998545,5.302000000002636,-1.9270000000014988,-7.432000000000471,-12.589333333335162,-3.7963809523789678,-4.109535714285812,-0.31097222222206256,4.046022222222291,2040.2899999999997,0,0,2037.3065934065933,2.0199403796607593,0,0,2060.99
393,20151228,18.7,1.51,1.2699999999999818,13.569999999999936,0.9400000000000013,1.5100000000000016,50.62243427663161,23.43079007288349,26.56920992711651,40.669783973061385,3.0787500000014916,2.5252500000024156,1.7459999999987303,-4.346000000000458,-15.286333333335278,-2.2045238095220157,-4.527642857142382,-1.2223888888888723,3.481888888888534,2037.8,0,0,2046.4241758241774,1.5148216723708054,0,0,2056.5
394,20151229,16.6,1.32,-17.820000000000164,21.019999999999982,1.009999999999998,1.6199999999999974,54.95815476097785,24.37756572336839,25.62243427663161,45.65494166876624,13.859500000001844,-2.4554999999977554,5.210499999999001,-2.254500000000462,-17.044333333335317,0.234904761906364,-5.09807142857062,-1.3187222222222772,2.6482222222221026,2061.76,1,0,2060.0954945054955,1.9752789022790498,0,1,2078.36
395,20151230,15.57,1.32,13.980000000000018,15.370000000000346,0.28999999999999915,0.9199999999999999,51.609379353118925,20.04184523902215,29.95815476097785,43.74528912930805,16.053750000001855,-1.7667499999975007,2.9563333333319406,2.0099999999997635,-17.398666666668532,1.0087619047635599,-4.515678571427998,-2.1621944444445944,1.8804444444444925,2047.7900000000002,0,0,2066.1862637362647,0.8207886251464962,0,0,2063.36
396,20151231,15.74,1.65,16.65000000000009,18.710000000000036,-0.3000000000000007,1.4300000000000015,47.56815607691871,23.390620646881075,26.609379353118925,43.63905488353112,7.185000000001764,5.9450000000024374,-1.7900000000013279,4.088666666666313,-17.427333333335127,1.87152380952557,-3.948857142856923,-3.320666666666966,1.129266666667263,2028.2,0,0,2067.02010989011,-0.7904094300955715,0,0,2043.94
397,20160104,16.91,1.55,25.539999999999964,48.51999999999998,0.7399999999999984,1.25,41.879751148867946,27.43184392308129,22.56815607691871,40.68506906053108,-1.4197499999986576,7.806750000002694,-2.1505000000013297,4.164166666666233,-17.701333333335015,1.2886666666681776,-3.488749999999527,-3.8354722222225064,-0.47157777777738374,1995.75,0,0,2052.181758241759,-2.659478686726252,0,0,2012.66
398,20160105,16.08,1.09,-2.9300000000000637,17.769999999999982,-0.16999999999999815,0.8499999999999996,42.83297033840894,33.120248851132054,16.879751148867946,42.102678722146265,-6.595249999998941,3.9082500000029086,3.662166666665371,-0.8218333333336432,-15.261000000002014,-0.02633333333187693,-2.244249999999738,-4.300416666666479,-1.3711333333330913,2000.63,0,0,2040.1736263736266,-2.494662588577919,0,0,2016.71
399,20160106,17.29,1.63,21.450000000000045,32.66000000000008,-0.7899999999999991,0.9200000000000017,38.40313734372716,32.16702966159106,17.83297033840894,55.8493360375312,-14.96149999999875,-2.2564999999967768,4.8756666666649835,-3.0123333333337996,-14.07600000000184,-2.386761904760533,-0.4573214285710492,-5.043916666666519,-1.6533333333331939,1972.97,0,0,2024.5557142857124,-3.111239649179448,0,0,1990.26
400,20160107,18.21,1.59,42.23000000000002,46.49000000000001,-0.240000000000002,2.879999999999999,32.0393245412129,36.59686265627284,13.40313734372716,81.42222762028064,-24.277999999998883,-7.405999999996766,0.4926666666649453,-1.529333333333625,-15.980666666668185,-4.024380952379488,-0.2157857142856301,-4.854277777777497,-2.668422222222489,1924.8799999999999,0,0,2002.4278021978,-4.9963525299202125,0,0,1943.09
401,20160108,20.7,1.19,23.940000000000055,41.940000000000055,1.7800000000000011,2.6899999999999977,29.674942002860654,42.9606754587871,7.039324541212899,101.85090866109067,-31.851249999999027,-9.988749999996344,-5.473333333335177,0.27999999999951797,-20.479666666668436,-5.9258571428554205,0.10760714285697759,-4.674083333332874,-3.9636666666669953,1901.33,0,0,1973.0856043956035,-5.334241103713908,0,0,1922.03
402,20160111,19.34,1.14,2.449999999999818,34.55000000000018,1.4100000000000001,1.8099999999999987,30.107490879074945,45.325057997139346,4.674942002860654,111.07617797534795,-30.312999999998965,-15.592999999996437,-9.597000000001572,-1.4470000000007985,-22.854333333334807,-6.863666666665267,-0.6779999999998836,-4.487555555555218,-4.599844444444443,1904.3300000000002,0,0,1941.7739560439563,-4.094143080559553,0,0,1923.67
403,20160112,20.59,1.13,-10.850000000000136,33.0300000000002,1.0800000000000018,2.0599999999999987,34.10248074752767,44.892509120925055,5.107490879074945,101.16779539321601,-30.333999999998923,-19.395999999996548,-10.911500000001297,-7.456500000001142,-22.264666666668063,-7.838190476188629,-2.068892857143055,-3.5864722222222554,-5.1685777777775,1918.0900000000001,0,0,1920.1930769230778,-1.7746922852458067,0,0,1938.68
404,20160113,24.99,1.54,50.059999999999945,63.919999999999845,-1.7699999999999996,3.460000000000001,28.454585135063226,40.89751925247233,9.102480747527672,99.16080069812438,-31.122499999999036,-19.79549999999631,-15.493666666668332,-12.957666666667592,-24.65166666666778,-8.493285714284184,-4.432464285714559,-2.2628055555555875,-6.029644444443875,1865.29,0,0,1890.635604395605,-2.7241443618911676,0,0,1890.28
405,20160114,27.01,1.56,-30.159999999999854,55.539999999999964,-4.050000000000001,4.599999999999998,35.90839257313775,46.545414864936774,3.454585135063226,84.32441645166273,-24.019999999999072,-16.99599999999623,-18.424000000001797,-16.370666666667375,-26.434000000001333,-9.812476190474626,-5.855857142857303,-2.063444444444258,-5.868555555555304,1894.83,0,0,1879.44901098901,0.08569511910055579,0,0,1921.84
406,20160115,24.3,0.99,36.350000000000136,58.850000000000136,1.2799999999999976,3.5600000000000023,31.290820006251764,39.09160742686225,10.908392573137753,82.33248822497876,-15.312499999998863,-17.68249999999648,-18.282500000001164,-20.60916666666776,-32.05866666666793,-10.48580952380803,-7.569107142857092,-1.840861111111053,-5.754688888888722,1856.03,0,0,1860.5183516483512,-0.5480742420535272,0,0,1880.33
407,20160119,22.47,1.23,7.330000000000155,36.840000000000146,0.5,2.0199999999999996,31.51928412731872,43.709179993748236,6.290820006251764,65.91971443087164,-10.164249999998901,-18.16574999999625,-16.24633333333486,-23.801000000001068,-38.42633333333447,-10.16576190476053,-8.442571428571227,-2.593333333333476,-5.638866666666445,1858.86,0,0,1847.0397802197808,0.09998187510909191,0,0,1881.33
408,20160120,25.22,1.3,16.850000000000136,63.8900000000001,-3.5,4.669999999999998,29.217553713921923,43.48071587268128,6.51928412731872,55.58457135634808,-15.564249999998992,-12.897749999996677,-16.600166666667747,-26.04050000000143,-43.82566666666753,-11.317380952379608,-9.48853571428549,-3.9935277777778992,-4.974422222222074,1834.11,0,1,1836.8938461538478,-0.06391289595452514,1,0,1859.33
409,20160121,23.95,1.03,-7.529999999999973,40.86999999999989,0.8000000000000007,3.210000000000001,31.580201748501885,45.78244628607808,4.217553713921923,53.5164894863251,-13.192249999998694,-7.4007499999970605,-16.754666666667617,-24.0550000000012,-50.847666666667465,-12.212809523808346,-10.024607142857121,-6.0746944444445035,-3.7935555555554856,1845.04,0,0,1834.0913186813216,1.1744428691549547,0,0,1868.99
410,20160122,27.02,1.1,-29.5,31.449999999999818,1.9400000000000013,4.279999999999998,40.03891470513115,43.419798251498115,6.580201748501885,51.36115955797368,-14.083999999998696,-5.877999999997201,-11.222833333334393,-22.7751666666677,-56.05533333333392,-11.843523809522594,-11.124642857142817,-7.316055555555749,-3.6108444444444103,1879.88,0,0,1845.11351648352,3.671202152506807,0,0,1906.9
411,20160125,26.05,0.93,29.200000000000045,30.309999999999945,-0.6500000000000021,2.379999999999999,36.24324739205719,34.96108529486885,15.038914705131148,48.82022895871091,-7.033999999998514,-9.082999999997128,-6.286166666667896,-21.08283333333452,-61.49466666666717,-11.744476190475098,-11.606857142857052,-8.765111111111082,-3.370488888888758,1851.03,0,0,1846.6337362637369,2.2901890872354054,0,0,1877.08
412,20160126,27.59,1.33,-24.840000000000146,27.940000000000055,0.19000000000000128,5.5000000000000036,41.55563838624518,38.75675260794281,11.243247392057192,37.45920104906372,-4.242749999998523,-5.410249999997404,-5.001833333334162,-17.102500000001328,-63.81000000000017,-12.52666666666596,-11.146999999999935,-9.397222222222126,-3.9419777777777654,1876.0400000000002,0,0,1860.9214285714315,3.073942074693091,0,0,1903.63
413,20160127,26.69,1.32,19.569999999999936,44.289999999999964,1.0999999999999979,3.419999999999998,38.84092432644343,33.44436161375482,16.555638386245178,37.52205567071201,5.342500000001564,-4.698499999997466,-7.318166666667594,-11.441833333334671,-68.41333333333318,-10.87666666666587,-11.932000000000016,-10.169777777777654,-5.088022222222207,1856.26,0,0,1868.3779120879133,1.9286897547074102,0,0,1882.95
414,20160128,22.34,1.41,-8.139999999999873,29.309999999999945,1.870000000000001,2.330000000000002,40.93275128002524,36.15907567355657,13.840924326443428,29.06209597140105,8.587750000001733,-3.3777499999976044,-4.484333333334007,-7.507666666668229,-70.58733333333294,-9.913809523808595,-12.504607142857367,-10.494694444444349,-6.84575555555557,1871.02,0,0,1874.0527472527456,1.7132806982596214,0,0,1893.36
415,20160129,24.15,1.37,-46.24000000000001,46.24000000000001,-0.8499999999999979,1.9299999999999997,49.3366415643298,34.06724871997476,15.932751280025244,45.60208572262263,7.892000000001872,2.146000000002232,-2.7743333333339706,-7.187666666668065,-67.33833333333268,-9.828523809523631,-11.969142857142515,-11.302222222222326,-7.838977777777927,1916.09,1,0,1891.0584615384623,3.703773136935984,0,1,1940.24
416,20160201,22.5,1.02,-2.4400000000000546,26.90000000000009,1.25,1.6900000000000013,49.198355076811225,25.663358435670197,24.336641564329803,54.236650175437035,10.345750000001544,6.247250000002623,-0.9610000000009222,-4.252666666668347,-61.7253333333324,-11.192285714285617,-11.55846428571408,-11.477472222222332,-8.945777777777721,1916.88,0,0,1907.5064835164846,3.3684606805914536,0,0,1939.38
417,20160202,23.11,1.17,32.23000000000002,37.97000000000003,-0.23000000000000043,6.799999999999997,43.631601871794736,25.801644923188775,24.198355076811225,47.30443666745623,5.970750000001317,8.33225000000266,2.7764999999992597,-4.444166666668252,-58.47266666666587,-11.558095238095348,-12.15657142857117,-11.012444444444554,-9.464555555555307,1879.92,0,0,1915.6900000000007,0.6290777581823538,0,0,1903.03
418,20160203,22.42,1,-5.460000000000036,45.77999999999997,-0.2700000000000031,1.9100000000000001,45.37130865044805,31.368398128205264,18.631601871794736,41.46773417739837,11.18300000000113,3.7160000000030777,5.413166666665575,-0.017500000001291482,-57.11533333333273,-11.80619047619075,-10.530142857142437,-11.545222222222264,-10.036577777777438,1890.11,0,0,1919.2531868131866,0.2626634083394939,0,0,1912.53
419,20160204,20.2,1.11,-3.7799999999999727,26.829999999999927,1.3900000000000006,2.2399999999999984,45.92375589498388,29.62869134955195,20.37130865044805,41.84478833906792,10.80475000000115,3.8662500000032196,7.215833333332284,1.147833333331846,-51.91399999999908,-12.286952380952698,-9.532214285713735,-11.919944444444582,-10.227955555555354,1895.25,0,0,1928.4661538461557,-0.012529692761528164,0,0,1915.45
420,20160205,19.98,1.35,33.01999999999998,40.419999999999845,1.3399999999999999,4.050000000000001,40.56758676145941,29.076244105016123,20.923755894983877,40.915990897677375,1.7142500000009022,3.6037500000034015,2.8041666666651963,5.6604999999988195,-49.40266666666571,-12.916857142857452,-9.611142857142568,-11.56222222222209,-11.043377777778005,1860.07,0,0,1920.4770329670332,-2.0852204363281124,0,0,1880.05
421,20160208,21.98,0.81,19.809999999999945,44.789999999999964,-0.6400000000000006,1.360000000000003,37.067811740165375,34.43241323854059,15.56758676145941,53.454771744496384,-11.784999999999172,2.279000000003407,1.7359999999987394,6.157333333331735,-44.16699999999901,-13.670047619047637,-11.031785714285888,-11.39294444444431,-11.353155555555531,1831.46,0,0,1905.0701098901097,-4.047940793667758,0,0,1853.44
422,20160209,21.65,0.74,-3.75,33.309999999999945,-0.16000000000000014,6.279999999999998,36.909307177966156,37.932188259834625,12.067811740165375,61.30769544703185,-16.805249999998978,2.277250000003505,1.1514999999990323,3.5411666666648216,-39.148999999999205,-15.2099523809527,-11.450714285714184,-12.006555555555451,-11.006844444444368,1830.56,0,0,1886.363076923076,-3.6857069644928586,0,0,1852.21
423,20160210,21.84,1.05,5.240000000000009,31.279999999999973,0.4499999999999993,1.9000000000000021,36.86100578942844,38.090692822033844,11.909307177966156,68.13011473181041,-17.891749999999092,-5.661249999996244,0.14416666666534184,1.9374999999984084,-32.82566666666594,-17.64014285714302,-11.82910714285731,-10.689749999999776,-11.57140000000004,1830.02,0,0,1869.489230769234,-2.873333291399449,0,0,1851.86
424,20160211,23.38,0.81,17.920000000000073,36.90000000000009,-1.2899999999999991,2.1999999999999993,33.763961097022815,38.13899421057156,11.86100578942844,70.55799932800483,-21.378249999999525,-13.020749999996042,-0.07133333333467817,-1.6143333333347982,-27.176999999999452,-20.461761904762398,-12.495321428571287,-10.000361111110806,-12.05568888888888,1805.6999999999998,0,1,1853.3370329670333,-3.1317972381238723,1,0,1829.08
425,20160212,26.0,1.04,-31.37999999999988,31.37999999999988,-0.10999999999999943,2.16,41.98986028182931,41.236038902977185,8.763961097022815,58.00805614580827,-19.650999999999613,-10.255999999995765,-6.10316666666813,-0.32050000000140244,-23.365666666666357,-22.104238095238316,-13.006428571428614,-10.048111111110984,-11.716688888888712,1838.78,0,0,1844.7072527472512,-0.2525354609784508,0,0,1864.78
426,20160216,26.54,0.91,-24.139999999999873,24.329999999999927,1.7600000000000016,2.3200000000000003,47.991012130466295,33.01013971817069,16.98986028182931,56.49771292250125,-9.104249999999638,-7.994749999995975,-10.66816666666773,-1.3688333333350329,-17.18699999999967,-22.229285714286334,-13.389464285713757,-11.106694444444656,-11.416755555555255,1869.04,0,0,1849.9510989010985,2.228498245020869,0,0,1895.58
427,20160217,26.29,1.17,-28.019999999999982,31.88000000000011,-0.5399999999999991,2.1300000000000026,53.27131961581677,27.008987869533705,22.991012130466295,61.462464787971385,4.396500000000742,-8.952499999996007,-7.170833333334258,-4.033166666668649,-12.779666666666117,-21.257190476191226,-14.346142857142695,-11.196555555555506,-11.747644444444404,1900.53,0,0,1860.7500000000002,4.261568140913459,0,0,1926.82
428,20160218,28.14,0.94,9.740000000000009,14.910000000000082,0.870000000000001,4.229999999999997,51.64631898363331,21.728680384183228,28.271319615816772,62.18354679013396,12.868000000000848,-4.759999999996353,-4.845000000000709,-8.154333333335217,-7.158333333332848,-20.59119047619106,-16.1151428571427,-11.288666666666813,-10.371333333333041,1889.6899999999998,0,0,1869.3643956043952,3.539359646001025,0,0,1917.83
429,20160219,25.4,1.05,-1.0399999999999636,16.6099999999999,1.7600000000000016,2.6499999999999986,51.636884565787376,23.353681016366693,26.646318983633307,67.9045951647413,22.565500000001066,3.0495000000039454,-5.841166666667505,-8.553166666668403,-3.1143333333329792,-18.41919047619126,-18.118892857142782,-11.558250000000044,-9.500199999999495,1892.3799999999999,0,0,1885.40043956044,2.9737508994775075,0,0,1917.78
430,20160222,24.11,1.01,-21.059999999999945,22.25999999999999,0.8500000000000014,2.1999999999999993,56.39287619549492,23.363115434212624,26.636884565787376,76.69632205865037,27.04825000000119,8.165750000003982,-2.0436666666676047,-6.156333333334942,-2.843999999999596,-14.971428571429215,-19.149571428571335,-11.719222222222243,-9.314177777777559,1921.39,0,0,1909.9457142857148,3.9134209404063114,0,0,1945.5
431,20160223,22.31,1.31,21.110000000000127,22.940000000000055,1.0899999999999999,2.330000000000002,51.614871881130355,18.60712380450508,31.39287619549492,74.19616328997631,23.510000000001128,10.059000000003834,4.2543333333326245,-4.464000000001533,-4.02599999999984,-11.491904761905516,-19.078928571428605,-11.921388888888487,-10.160511111111191,1898.96,0,0,1920.9751648351664,1.8669713491367699,0,0,1921.27
432,20160224,21.64,1.32,-12.240000000000009,41.07999999999993,0.5199999999999996,1.240000000000002,53.1207279105409,23.385128118869645,26.614871881130355,69.25947654581273,11.516000000001213,14.890000000003738,7.867499999999154,-2.102833333334729,-2.4456666666665114,-8.920142857143446,-18.166607142857174,-12.71024999999986,-10.202800000000025,1908.1599999999999,0,0,1935.5107692307686,1.028826081163084,0,0,1929.8
433,20160225,20.53,1.29,-19.830000000000155,26.419999999999845,1.8599999999999994,2.9200000000000017,56.835073663778665,21.8792720894591,28.1207279105409,49.19641811755946,7.425000000001319,15.771000000003596,9.663166666665802,3.474166666665269,-0.2683333333329756,-6.628714285715205,-17.404035714285556,-14.133583333333036,-10.186066666666875,1931.17,0,0,1956.2475824175829,1.574260140638091,0,0,1951.7
434,20160226,19.38,1.01,6.900000000000091,17.180000000000064,0.7600000000000016,1.3300000000000018,56.03814643970908,18.164926336221335,31.835073663778665,33.850641149180774,6.920250000001488,10.432750000003807,13.57349999999883,9.287499999998772,-0.02066666666655692,-3.497047619048317,-15.3522857142857,-15.766888888888616,-10.332711111111166,1928.6699999999998,0,0,1968.522307692307,0.6436811565017008,0,0,1948.05
435,20160229,20.98,1.29,14.900000000000091,26.389999999999873,-1.2300000000000004,1.620000000000001,52.595822143827,18.96185356029092,31.03814643970908,24.73693854199655,3.5900000000015098,4.364000000003671,13.620999999999185,12.506333333331668,3.111666666666679,-2.8404285714289017,-12.384321428571411,-16.673138888888616,-10.481111111111204,1911.25,0,0,1969.3565934065941,-1.2429981119009044,0,0,1932.23
436,20160301,20.72,1.14,-41.25999999999999,41.25999999999999,1.5600000000000023,2.6099999999999994,60.25996762171487,22.404177856173,27.595822143827,37.53007209090333,7.441000000001395,3.6520000000041364,9.458833333332223,16.618166666665047,8.171666666666624,-1.1822380952387448,-9.135428571428292,-16.40311111111123,-10.496488888888507,1957.6299999999999,0,0,1980.5542857142832,0.49676206473540147,0,0,1978.35
437,20160302,19.11,1.06,-9.850000000000136,17.710000000000036,1.4299999999999997,2.16,61.43913193351913,14.740032378285129,35.25996762171487,45.11095697883911,10.187250000001313,6.272750000003953,5.282666666665591,17.8079999999984,13.61700000000019,0.5280476190469017,-6.68646428571401,-15.401916666666693,-11.044133333333093,1967.3400000000001,0,0,1989.846263736265,0.8605002186516608,0,0,1986.45
438,20160303,19.81,1.34,-7.800000000000182,16.320000000000164,-0.9199999999999982,1.6699999999999982,62.46816741446752,13.560868066480872,36.43913193351913,49.179900140393556,12.539750000001504,4.7032500000036634,4.687999999998965,16.52366666666512,18.584000000000515,3.4336190476180946,-4.540285714284892,-14.582444444444718,-12.20335555555539,1973.5900000000001,0,0,1992.6816483516454,0.6444122747926605,0,0,1993.4
439,20160304,20.55,1.35,-5.980000000000018,22.360000000000127,-0.060000000000002274,2.4299999999999997,63.4637846342487,12.531832585532477,37.46816741446752,56.35535094637612,13.087750000001733,6.322250000003351,6.811499999999114,11.22716666666497,25.61133333333396,4.66571428571342,-1.6489642857138733,-12.597638888888923,-13.521711111111017,1979.44,0,0,1998.2596703296701,0.5071893491334974,0,0,1999.99
440,20160307,17.7,0.92,-5.650000000000091,16.73999999999978,2.1400000000000006,2.5100000000000016,63.741992305427054,11.536215365751303,38.4637846342487,54.35557372620724,17.99875000000179,9.691250000003492,5.443333333332248,9.089333333331979,31.58133333333376,5.544285714284797,-0.8322857142850353,-9.761999999999944,-14.146400000000085,1984.06,0,0,2005.3013186813198,0.45351848614991586,0,0,2001.76
441,20160308,17.09,0.75,17.62000000000012,19.450000000000045,0.8900000000000006,1.629999999999999,57.724699335532726,11.258007694572946,38.741992305427054,46.84007211354242,14.735750000001644,7.337250000003678,6.118999999998778,8.63399999999865,33.75400000000036,6.123714285713504,0.5635357142862176,-6.893916666666428,-13.88313333333349,1962.17,0,0,2007.9067032967027,-0.9599380743141454,0,0,1979.26
442,20160309,16.7,0.79,-7.819999999999936,12.850000000000136,0.5500000000000007,1.2399999999999984,59.552260593061135,17.275300664467274,32.724699335532726,44.58196346858881,10.146500000001424,6.5425000000038835,8.418333333332157,8.117999999998574,35.06233333333353,5.894333333332952,2.007500000000391,-4.734166666666624,-12.968533333333426,1972.56,0,0,2010.0597802197801,-0.8063962821008721,0,0,1989.26
443,20160310,16.86,0.88,1.400000000000091,35.82999999999993,-0.379999999999999,1.3000000000000007,59.61055132920925,15.447739406938865,34.552260593061135,39.18632187730759,2.213000000001557,9.923000000004095,6.513666666665358,9.02699999999868,36.29099999999994,5.727190476190117,4.456392857142873,-2.858805555554909,-12.233044444444658,1972.71,0,0,2009.9378021978007,-0.9216415253900495,0,0,1989.57
444,20160311,17.35,0.98,-27.480000000000018,27.659999999999854,0.629999999999999,1.1699999999999982,65.28057369958195,15.389448670790749,34.61055132920925,25.374700339806168,1.1730000000015934,7.9890000000041255,6.228499999998803,9.76549999999861,38.957333333333054,5.644380952380743,5.535785714285794,-0.27061111111083846,-10.400088888888831,2004.8400000000001,0,0,2021.642967032965,0.5998555912263404,0,0,2022.19
445,20160314,18.67,0.86,-0.37000000000011823,12.519999999999982,-0.2900000000000027,1.0700000000000003,64.5180749163628,9.71942630041805,40.28057369958195,27.686502127339736,0.6002500000015516,3.3967500000039763,9.307833333332155,10.484499999998661,41.253333333332876,5.069904761904581,6.3119285714285525,0.47327777777832125,-7.824577777777904,2000.97,0,0,2025.8310989010965,0.4803924363846728,0,0,2019.64
446,20160315,18.34,0.98,-0.6600000000000819,10.700000000000045,0.21999999999999886,0.8000000000000007,63.35855327919372,10.481925083637194,39.51807491636281,28.436158168884276,5.11800000000153,2.4550000000037926,7.409166666665669,9.830499999998665,45.01233333333289,3.6544285714287525,6.889071428571242,1.776611111111606,-5.1777111111111935,1997.5900000000001,0,0,2027.2160439560423,-0.2833911412085254,0,0,2015.93
447,20160316,18.05,1.09,-12.980000000000018,21.980000000000018,0.120000000000001,2.530000000000001,65.39663017925304,11.641446720806279,38.35855327919372,32.02077936534738,9.306250000001455,1.7817500000037398,3.5703333333322007,11.251666666665415,47.36733333333291,4.2629523809525836,6.772964285714124,3.122750000000451,-3.167799999999943,2009.17,0,0,2032.8378021978024,0.06851259847986349,0,0,2027.22
448,20160317,16.5,1.06,-13.689999999999827,24.079999999999927,0.5899999999999999,0.9899999999999984,67.68868369476787,9.603369820746963,40.39663017925304,38.683985138925436,14.656500000001643,1.9165000000039072,3.1026666666653,10.512333333332208,49.024666666666235,4.027619047619282,6.745464285714206,5.3895833333333485,-1.3807333333327279,2024.09,0,0,2039.1481318681313,0.6553965296290586,0,0,2040.59
