iter	MultiClass
163	1.015061551
164	1.014785901
165	1.014656793
166	1.014309754
167	1.014103433
168	1.013911505
169	1.013680426
170	1.013515169
171	1.013327008
172	1.012929928
173	1.012654091
174	1.012493148
175	1.012274498
176	1.012085709
177	1.011873534
178	1.011597417
179	1.011392668
180	1.011065063
181	1.010648299
182	1.010474993
183	1.010365324
184	1.010264543
185	1.010069152
186	1.009799818
187	1.009552998
188	1.00925182
189	1.009046974
190	1.008912513
191	1.008776578
192	1.008663536
193	1.00850652
194	1.00830493
195	1.008193373
196	1.007882284
197	1.007751734
198	1.007574551
199	1.007354084
200	1.007240826
201	1.007018135
202	1.006766342
203	1.00650356
204	1.006317048
205	1.006061918
206	1.005854795
207	1.005620969
208	1.005369153
209	1.005073137
210	1.004943569
211	1.004873437
212	1.004689896
213	1.004562707
214	1.004427904
215	1.004243527
216	1.004098581
217	1.003955462
218	1.003714288
219	1.003493507
220	1.003384148
221	1.003221319
222	1.003105271
223	1.002936095
224	1.002626431
225	1.002325422
226	1.001961611
227	1.001817703
228	1.001657725
229	1.001520274
230	1.001316642
231	1.001192058
232	1.0009313
233	1.000748111
234	1.000606515
235	1.000497251
236	1.000319528
237	1.000180727
238	1.000023408
239	0.9997454323
240	0.9995614965
241	0.9994210956
242	0.9992333663
243	0.9990369221
244	0.9989373752
245	0.9987953122
246	0.9986509577
247	0.9984692902
248	0.998168768
249	0.9979838688
250	0.9977605885
251	0.9974745251
252	0.9973427324
253	0.9970620955
254	0.9969152886
255	0.9966463939
256	0.9963584073
257	0.9962382258
258	0.9960319827
259	0.9959455472
260	0.9957157192
261	0.995520756
262	0.9953466349
263	0.9952443717
264	0.9949065684
265	0.9947361955
266	0.9945578679
267	0.9943364431
268	0.9941037238
269	0.9938037726
270	0.9936079541
271	0.9932980522
272	0.9931160152
273	0.9927216127
274	0.9926297223
275	0.9924428965
276	0.9921497323
277	0.992046878
278	0.9919485629
279	0.9917772507
280	0.9916739045
281	0.9916086855
282	0.9913529311
283	0.9912721879
284	0.991068276
285	0.9909857001
286	0.9907494569
287	0.9905063067
288	0.9902990364
289	0.9900917985
290	0.9899402303
291	0.9897253085
292	0.9896327794
293	0.9894457317
294	0.9891969967
295	0.9888876821
296	0.9887300694
297	0.9886025957
298	0.9885228833
299	0.9882878682
300	0.9881196167
301	0.9879126756
302	0.987719912
303	0.98760859
304	0.9874073735
305	0.987140837
306	0.9869513613
307	0.986803263
308	0.9867170582
309	0.9865649494
310	0.9864680986
311	0.9863524578
312	0.9862819608
313	0.9861890243
314	0.9860862993
315	0.9858343055
316	0.985692169
317	0.9853799681
318	0.9852579101
319	0.9850532138
320	0.9849738351
321	0.9848859343
322	0.9847026512
323	0.9845907277
324	0.9844228662
325	0.9842985474
326	0.9841372907
327	0.9838955311
328	0.9837695459
329	0.9836413186
330	0.9835870044
331	0.9834945795
332	0.9833412059
333	0.9832173224
334	0.9831474168
335	0.9828701758
336	0.9826575653
337	0.982551276
338	0.9825056481
339	0.9823768589
340	0.9822157273
341	0.9820736022
342	0.981816505
343	0.9816000211
344	0.9814832611
345	0.9813193245
346	0.9811562326
347	0.981057817
348	0.9809789025
349	0.9806774549
350	0.9804144573
351	0.9803263494
352	0.9801763064
353	0.9800794454
354	0.9797757947
355	0.9795761426
356	0.9794192474
357	0.9792272517
358	0.9791363255
359	0.9789893367
360	0.9789073228
361	0.9786981076
362	0.9785095201
363	0.9782827164
364	0.9781424906
365	0.9780493134
366	0.9779461912
367	0.9777039451
368	0.9775374521
369	0.9772790314
370	0.9772145678
371	0.9770428458
372	0.9768925886
373	0.9767751389
374	0.9766041248
375	0.9763592021
376	0.9762144733
377	0.9761404099
378	0.9760350592
379	0.9759452823
380	0.9756997887
381	0.9756120361
382	0.9753604238
383	0.9751695224
384	0.9751228421
385	0.9750185855
386	0.9748735939
387	0.9747818877
388	0.974715953
389	0.9746059631
390	0.9743494367
391	0.9742997301
392	0.9739856656
393	0.9738913138
394	0.9738000396
395	0.9735916681
396	0.9733785365
397	0.9731516529
398	0.9728876429
399	0.9727312498
400	0.9726791555
401	0.9726064437
402	0.9725587859
403	0.9724150284
404	0.9723211702
405	0.9722137191
406	0.972123489
407	0.9718311252
408	0.9716923711
409	0.971509314
410	0.9714158412
411	0.9713341405
412	0.9712650139
413	0.9711027383
414	0.9710127796
415	0.9709220003
416	0.9706739233
417	0.9705715359
418	0.9703836879
419	0.9702869037
420	0.9700582055
421	0.9698595272
422	0.9698012772
423	0.9697097229
424	0.969560275
425	0.9695114492
426	0.9693603762
427	0.9692563153
428	0.9690533125
429	0.9689043274
430	0.9687000438
431	0.9686078701
432	0.968401251
433	0.968308285
434	0.9681264137
435	0.967905048
436	0.9677555094
437	0.9676516018
438	0.9675471729
439	0.9674305924
440	0.9672693559
441	0.9671908568
442	0.9671227665
443	0.9669480859
444	0.966765912
445	0.9666090731
446	0.966536204
447	0.9664087362
448	0.9662640972
449	0.9660878381
450	0.9659877839
451	0.9658799185
452	0.9657123066
453	0.9655888368
454	0.9654889568
455	0.9654424047
456	0.9653695884
457	0.9652774109
458	0.9650133841
459	0.9648269981
460	0.9645850285
461	0.9645330481
462	0.9644131806
463	0.9643822944
464	0.9641833866
465	0.96408384
466	0.9638770087
467	0.9637926986
468	0.9636235706
469	0.9635140928
470	0.9633939595
471	0.963367211
472	0.9633011978
473	0.9632031847
474	0.9631316259
475	0.9628264012
476	0.9626479367
477	0.9625166553
478	0.9624197637
479	0.9623182734
480	0.9622163935
481	0.9621151611
482	0.9620310166
483	0.9618712033
484	0.9617291717
485	0.9616548673
486	0.961582729
487	0.9614826902
488	0.9613120731
489	0.9611525672
490	0.9610482582
491	0.9609500384
492	0.9608595521
493	0.9608194652
494	0.9607525798
495	0.9606506216
496	0.9605198628
497	0.9604085501
498	0.9603427069
499	0.9601753375
500	0.960080762
501	0.9600297651
502	0.9599701477
503	0.9598792035
504	0.9596636986
505	0.9595416272
506	0.9593538406
507	0.9592807404
508	0.959222572
509	0.9590438485
510	0.9588570455
511	0.9587776955
512	0.9587108767
513	0.9584926392
514	0.9583868158
515	0.9583000279
516	0.9581980814
517	0.9581390297
518	0.9580284325
519	0.9579112094
520	0.9578181956
521	0.9576784874
522	0.9574988318
523	0.9573183438
524	0.9571409275
525	0.9570716194
526	0.9569719202
527	0.9568296123
528	0.9567580961
529	0.9565426719
530	0.9564492667
531	0.9563287383
532	0.9562604041
533	0.9561514664
534	0.9560936523
535	0.955989307
536	0.9558463078
537	0.9556992914
538	0.9555558831
539	0.9554530392
540	0.9552986652
541	0.955205916
542	0.9551034574
543	0.9549871577
544	0.9548559771
545	0.9546594055
546	0.9545874386
547	0.9545564104
548	0.9544785946
549	0.9543199276
550	0.9542153469
551	0.9539292174
552	0.9537866879
553	0.953704096
554	0.9534964091
555	0.9534453501
556	0.9533722268
557	0.9531724801
558	0.9530775368
559	0.9530116278
560	0.952950043
561	0.9528779884
562	0.9527101487
563	0.952581542
564	0.9524488117
565	0.9523819278
566	0.9521785031
567	0.9518614941
568	0.9516956591
569	0.9514278771
570	0.9513643765
571	0.9512366899
572	0.9511350383
573	0.9510270257
574	0.9508117965
575	0.9506570851
576	0.9505309752
577	0.9504332463
578	0.9501709157
579	0.9500616899
580	0.9499436756
581	0.9498542752
582	0.9497966594
583	0.9497278266
584	0.9496325592
585	0.9494560189
586	0.9492604782
587	0.9491795263
588	0.9490617569
589	0.9489398998
590	0.9487796709
591	0.9486687922
592	0.9485862124
593	0.9484527978
594	0.9482442899
595	0.9481579869
596	0.9480946317
597	0.9479238222
598	0.9477118933
599	0.9474857567
600	0.9474162893
601	0.9472952948
602	0.9472172294
603	0.9470645777
604	0.94692438
605	0.9468429835
606	0.9466504925
607	0.9465607184
608	0.9464629427
609	0.9463603315
610	0.9462760715
611	0.9462314592
612	0.9461799165
613	0.9461150003
614	0.946063783
615	0.9459849709
616	0.9457961708
617	0.9456840018
618	0.9454911378
619	0.9454530853
620	0.945387104
621	0.9452792852
622	0.9450476901
623	0.9449108728
624	0.944657948
625	0.9446074288
626	0.9444585769
627	0.9442314126
628	0.9440988153
629	0.9440372314
630	0.9439460726
631	0.9438388729
632	0.9437705708
633	0.9436921458
634	0.9436256131
635	0.9434845365
636	0.9433791764
637	0.9431472433
638	0.9429616171
639	0.9427749515
640	0.9426779989
641	0.942603199
642	0.9424345092
643	0.9422619525
644	0.9420757862
645	0.9419454673
646	0.9418646911
647	0.9418334117
648	0.9416729343
649	0.9414610332
650	0.941368196
651	0.9412470217
652	0.9411784871
653	0.9409795464
654	0.9409255321
655	0.9408837935
656	0.9407275796
657	0.9406242496
658	0.9404558814
659	0.9403613617
660	0.9400983941
661	0.9400179026
662	0.9398911711
663	0.9397458957
664	0.9396603343
665	0.9394392661
666	0.9392363901
667	0.9390535434
668	0.9388423417
669	0.9387498777
670	0.9386486679
671	0.9385816435
672	0.9385060943
673	0.9384187107
674	0.9383076194
675	0.9382325448
676	0.9381559667
677	0.9379488749
678	0.9377466429
679	0.9374959423
680	0.9373438266
681	0.9370508855
682	0.937013012
683	0.9369548997
684	0.9368422342
685	0.9367183678
686	0.9366423515
687	0.9364160197
688	0.9363044003
689	0.9361759109
690	0.9360672041
691	0.9359930048
692	0.9357856154
693	0.9356487135
694	0.9355575415
695	0.935518814
696	0.9353893847
697	0.9351977085
698	0.9350121181
699	0.9349065388
700	0.9348204883
701	0.9347354499
702	0.9346260102
703	0.9344253267
704	0.9343170494
705	0.9342418882
706	0.9340637442
707	0.9337817195
708	0.9336666104
709	0.9335534337
710	0.9334087298
711	0.9332693681
712	0.9331741362
713	0.9330625931
714	0.9328351692
715	0.9327460994
716	0.9324201573
717	0.9323496551
718	0.9322343113
719	0.932108116
720	0.9319798394
721	0.9319025168
722	0.9317759366
723	0.9317262535
724	0.9316678757
725	0.9315333855
726	0.9313849702
727	0.9311674966
728	0.9310479786
729	0.9309490293
730	0.9308513651
731	0.9307669735
732	0.9306030999
733	0.9305004989
734	0.9304293983
735	0.9303766424
736	0.9302856383
737	0.9301832128
738	0.9301337132
739	0.9300093924
740	0.9297970389
741	0.9296836801
742	0.9294926169
743	0.929401977
744	0.9292192709
745	0.9291381466
746	0.9290235998
747	0.9289090027
748	0.9287191697
749	0.9286737779
750	0.9285318525
751	0.9284373411
752	0.9283778902
753	0.928300181
754	0.9281868602
755	0.9280774974
756	0.9279040179
757	0.9278216487
758	0.9277809508
759	0.9276986944
760	0.9276400641
761	0.9274766334
762	0.9273256886
763	0.9270797499
764	0.9269824217
765	0.9267473354
766	0.9266369922
767	0.9265544191
768	0.9264983087
769	0.9262098269
770	0.9260935964
771	0.9258433525
772	0.9257047984
773	0.9255393818
774	0.9254712255
775	0.9253577003
776	0.925297729
777	0.925251872
778	0.9250506
779	0.9249912251
780	0.9248476608
781	0.9247324005
782	0.9246175045
783	0.9245521803
784	0.9244874805
785	0.9243840982
786	0.9241825651
787	0.9240339729
788	0.9239766644
789	0.9239187587
790	0.9237814121
791	0.9236640788
792	0.923603523
793	0.9235147718
794	0.9234300583
795	0.9233404313
796	0.9231673319
797	0.923131747
798	0.9229864862
799	0.9227714068
800	0.9225781095
801	0.9225183019
802	0.9223739826
803	0.9222791841
804	0.9222284328
805	0.9221434825
806	0.9219708977
807	0.9218726155
808	0.921699808
809	0.9216400565
810	0.9215672358
811	0.9214724725
812	0.9213967654
813	0.9212012818
814	0.9210946717
815	0.9209952338
816	0.9208576001
817	0.9207096403
818	0.9206025055
819	0.9205514878
820	0.92050093
821	0.9204583036
822	0.9204218841
823	0.9203144142
824	0.9202516479
825	0.9201667987
826	0.920045176
827	0.9199818811
828	0.9199341971
829	0.919855196
830	0.9197899098
831	0.919724699
832	0.9196786238
833	0.919607639
834	0.9195190336
835	0.9193870125
836	0.9192490762
837	0.919148019
838	0.9190878628
839	0.919020381
840	0.9188766599
841	0.918690486
842	0.9185835475
843	0.9184806746
844	0.9183766573
845	0.9182038351
846	0.9180892758
847	0.917996556
848	0.917923916
849	0.9178256436
850	0.917738192
851	0.9176706659
852	0.9175876344
853	0.9175241262
854	0.9174629704
855	0.9173901451
856	0.9172167862
857	0.9170240532
858	0.9169036018
859	0.916829217
860	0.91666947
861	0.9165709002
862	0.9164666901
863	0.9163733046
864	0.9162713075
865	0.9161188669
866	0.916085278
867	0.9160010592
868	0.9158733905
869	0.9157566271
870	0.9156383405
871	0.91555033
872	0.9154845498
873	0.9153156984
874	0.9152478709
875	0.9151565597
876	0.9150829624
877	0.9148992281
878	0.9148309273
879	0.9146911511
880	0.9145935248
881	0.9145195413
882	0.9144746621
883	0.914347592
884	0.9142944907
885	0.914204171
886	0.9141345098
887	0.9140414708
888	0.91400909
889	0.9138935962
890	0.9138038831
891	0.9137418801
892	0.9136894164
893	0.9135734652
894	0.9134833156
895	0.91339429
896	0.9131700536
897	0.9130524367
898	0.9129706628
899	0.9127802173
900	0.9127107187
901	0.9125614569
902	0.9125039443
903	0.9123957476
904	0.9122485542
905	0.912185434
906	0.912119196
907	0.9119948256
908	0.9118777807
909	0.9117967501
910	0.9117103661
911	0.9116300216
912	0.9114500067
913	0.911400219
914	0.9112985869
915	0.9111957644
916	0.9110181414
917	0.9109184036
918	0.9108411327
919	0.9107718262
920	0.9107116797
921	0.9105708912
922	0.9104633562
923	0.9104228152
924	0.9103631784
925	0.910233782
926	0.9100520065
927	0.9100020093
928	0.9098638258
929	0.9097911753
930	0.9097515456
931	0.9096999103
932	0.9095578465
933	0.9094173022
934	0.9093112142
935	0.9092569544
936	0.9092101642
937	0.9091512287
938	0.9089828369
939	0.9088920053
940	0.9088235011
941	0.908749017
942	0.9085785176
943	0.9084892029
944	0.9084369909
945	0.9084029018
946	0.9082760114
947	0.9081145034
948	0.9080804065
949	0.908039626
950	0.9079233387
951	0.9078475591
952	0.9077160606
953	0.9076409543
954	0.9075686137
955	0.9073555009
956	0.9072504279
957	0.9071960913
958	0.9071420641
959	0.9071121815
960	0.9070571171
961	0.9070061955
962	0.9069473009
963	0.9068695495
964	0.9067633761
965	0.9066103458
966	0.9065257438
967	0.9063528204
968	0.9062951758
969	0.9062040214
970	0.9061041644
971	0.9059289098
972	0.905838803
973	0.9057702436
974	0.905714262
975	0.9056201016
976	0.9055558196
977	0.905380465
978	0.9052557052
979	0.9051638302
980	0.9051061764
981	0.9050441882
982	0.9049881929
983	0.904887085
984	0.9048127897
985	0.904758576
986	0.9046916169
987	0.904542343
988	0.9043989649
989	0.9042399982
990	0.904166349
991	0.9041173104
992	0.9039993464
993	0.9039756782
994	0.903878367
995	0.9038225506
996	0.9037189687
997	0.9036281483
998	0.9034876237
999	0.9033138921
