,Symb.,Name,Sector,Precision_up,Precision_down
135,IEX,Idex Corp,None,100.0,100.0
136,IFF,International Flavors & Fragrances,Materials,70.83,90.0
137,ILMN,Illumina Inc,Health Care,92.0,90.91
138,INCY,Incyte Corp,Health Care,70.83,88.1
139,INFO,IHS Markit Ltd,Industrials,73.33,85.71
140,INTC,Intel Corp,Information Technology,86.96,75.0
141,INTU,Intuit Inc,Information Technology,75.0,100.0
142,IPG,Interpublic Group of Companies,Consumer Discretionary,94.87,78.95
143,IRM,Iron Mountain Inc,Real Estate,80.0,81.48
144,ISRG,Intuitive Surg Inc,Health Care,100.0,87.34
145,IT,Gartner Inc,Information Technology,100.0,91.67
146,IVZ,Invesco Plc,Financials,80.0,88.0
147,JBHT,J B Hunt Transport,Industrials,100.0,85.0
148,JCI,Johnson Controls Intl,Industrials,86.67,76.92
149,JEF,Jefferies Financial Group Inc,None,76.67,88.89
150,JNPR,Juniper Networks,Information Technology,98.18,88.24
151,JWN,Nordstrom,Consumer Discretionary,76.74,78.12
152,KEY,Keycorp,Financials,79.41,81.82
153,KEYS,Keysight Technologies Inc Comm,None,83.33,100.0
154,KIM,Kimco Realty Corp,Real Estate,77.78,75.0
155,KLAC,K L A-Tencor Corp,Information Technology,78.79,81.25
156,KMB,Kimberly-Clark Corp,Consumer Staples,83.33,80.0
157,KO,Coca-Cola Company,Consumer Staples,83.33,82.61
158,KSS,Kohl's Corp,Consumer Discretionary,84.38,80.0
159,KSU,Kansas City Southern,Industrials,92.0,75.0
160,L,Loews Corp,Financials,88.24,100.0
161,LDOS,Leidos Holdings Inc,None,85.71,72.41
162,LEG,Leggett & Platt Inc,Consumer Discretionary,70.0,69.39
163,LEN,Lennar Corp,Consumer Discretionary,82.61,100.0
164,LH,Laboratory Corp of America Holdings,Health Care,70.97,90.0
165,LHX,L3Harris Technologies Inc.,None,100.0,83.33
166,LIN,Linde Plc,None,76.0,75.0
167,LKQ,LKQ Corp,Consumer Discretionary,75.61,77.78
168,LLY,Eli Lilly and Company,Health Care,91.3,87.5
169,LNC,Lincoln National Corp,Financials,71.79,72.0
170,LNT,Alliant Energy Corp,Utilities,83.33,75.86
171,LOW,Lowe's Companies,Consumer Discretionary,86.05,86.36
172,LYB,Lyondellbasell Industries NV,Materials,93.75,82.61
173,MA,Mastercard Inc,Information Technology,70.83,100.0
174,MAC,Macerich Company,Real Estate,72.73,75.76
175,MAS,Masco Corp,Industrials,80.0,73.91
176,MCK,Mckesson Corp,Health Care,73.81,92.0
177,MDLZ,Mondelez Intl Inc,Consumer Staples,98.63,91.3
178,MDT,Medtronic Inc,Health Care,77.78,76.0
179,MET,Metlife Inc,Financials,90.0,100.0
180,MGM,MGM Resorts International,Consumer Discretionary,73.68,100.0
181,MHK,Mohawk Industries,Consumer Discretionary,80.0,80.0
182,MKC,Mccormick & Company Inc,Consumer Staples,81.82,80.65
183,MLM,Martin Marietta Materials,Materials,97.5,96.92
184,MNST,Monster Beverage Cp,Consumer Staples,88.89,100.0
185,MOS,Mosaic Company,Materials,77.5,78.38
186,MPC,Marathon Petroleum Corp,Energy,91.67,74.29
187,MRK,Merck & Company,Health Care,87.5,100.0
188,MTB,M&T Bank Corp,Financials,82.14,95.65
189,MTD,Mettler-Toledo International,Health Care,87.5,100.0
190,MU,Micron Technology,Information Technology,80.43,90.91
191,MYL,Mylan NV Ord Shs,Health Care,92.31,86.67
192,NCLH,Norwegian Cruise Ord,Consumer Discretionary,80.0,93.33
193,NDAQ,Nasdaq Inc,Financials,76.92,78.57
194,NEM,Newmont Mining Corp,Materials,77.5,82.35
195,NFLX,Netflix Inc,Information Technology,89.47,84.21
196,NI,NiSource Inc,Utilities,77.78,70.27
197,NKE,Nike Inc,Consumer Discretionary,77.78,84.38
198,NKTR,Nektar Therapeutics,Health Care,92.31,81.48
199,NLSN,Nielsen Holdings Plc,Industrials,70.97,84.38
200,NRG,NRG Energy,Utilities,75.76,76.19
201,NSC,Norfolk Southern Corp,Industrials,80.0,70.83
202,NTAP,Netapp Inc,Information Technology,79.17,94.44
203,NTRS,Northern Trust Corp,Financials,72.22,100.0
204,NUE,Nucor Corp,Materials,94.74,70.59
205,NWL,Newell Rubbermaid Inc,Consumer Discretionary,70.0,78.57
206,NWS,News Cp Cl B,Consumer Discretionary,96.43,78.79
207,NWSA,News Cp Cl A,Consumer Discretionary,85.29,81.48
208,OKE,Oneok Inc,Energy,92.31,82.35
209,OMC,Omnicom Group Inc,Consumer Discretionary,80.65,79.49
210,ORCL,Oracle Corp,Information Technology,71.43,100.0
211,ORLY,O'Reilly Automotive,Consumer Discretionary,74.29,79.49
212,PAYX,Paychex Inc,Information Technology,96.0,79.17
213,PBCT,People's United Finl,Financials,78.79,71.43
214,PCAR,Paccar Inc,Industrials,88.89,86.21
215,PEP,Pepsico Inc,Consumer Staples,90.91,91.67
216,PFE,Pfizer Inc,Health Care,83.33,80.65
217,PGR,Progressive Corp,Financials,81.82,100.0
218,PHM,Pultegroup,Consumer Discretionary,84.62,80.0
219,PPG,PPG Industries,Materials,76.92,90.0
220,PRGO,Perrigo Company,Health Care,69.23,72.73
221,PRU,Prudential Financial Inc,Financials,70.59,90.0
222,PSA,Public Storage,Real Estate,91.3,75.0
223,PSX,Phillips 66,Energy,90.91,100.0
224,PXD,Pioneer Natural Resources CO,Energy,71.15,81.08
225,PYPL,Paypal Holdings,Information Technology,73.91,73.33
226,QRVO,Qorvo Inc,Information Technology,92.86,96.15
227,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,92.86,95.45
228,RE,Everest Re Group,Financials,80.95,89.29
229,REGN,Regeneron Pharmaceuticals,Health Care,82.93,91.38
230,RF,Regions Financial Corp,Financials,82.61,84.85
231,RJF,Raymond James Financial,Financials,78.26,100.0
232,ROK,Rockwell Automation Inc,Industrials,77.42,85.71
233,ROST,Ross Stores Inc,Consumer Discretionary,79.55,78.95
234,SBUX,Starbucks Corp,Consumer Discretionary,100.0,77.78
235,SCHW,The Charles Schwab Corp,Financials,85.71,78.57
236,SEE,Sealed Air Corp,Materials,87.5,80.95
237,SIVB,Svb Financial Group,Financials,93.1,81.82
238,SJM,J.M. Smucker Company,Consumer Staples,72.0,86.21
239,SLB,Schlumberger N.V.,Energy,85.71,76.92
240,SLG,SL Green Realty Corp,Real Estate,100.0,79.31
241,SNA,Snap-On Inc,Consumer Discretionary,82.76,70.37
242,SNPS,Synopsys Inc,Information Technology,100.0,98.51
243,SO,Southern Company,Utilities,81.82,72.41
244,SRE,Sempra Energy,Utilities,75.0,100.0
245,STI,Suntrust Banks,Financials,84.21,69.23
246,STT,State Street Corp,Financials,92.31,72.22
247,STX,Seagate Tech Ord Shs,Information Technology,69.23,84.0
248,SWK,Stanley Black & Decker Inc,Consumer Discretionary,80.77,71.43
249,SYF,Synchrony Financial,Financials,85.0,73.91
250,SYMC,Symantec Corp,Information Technology,73.58,69.05
251,T,AT&T Inc,Telecommunication Services,75.68,93.75
252,TDG,Transdigm Group Inc,Industrials,75.76,91.67
253,TEL,Te Connectivity Ltd,Information Technology,70.97,100.0
254,TFX,Teleflex Inc,None,100.0,82.14
255,TGT,Target Corp,Consumer Discretionary,83.33,80.56
256,TIF,Tiffany & CO,Consumer Discretionary,94.44,80.0
257,TJX,TJX Companies,Consumer Discretionary,80.49,82.61
258,TMO,Thermo Fisher Scientific Inc,Health Care,83.33,81.82
259,TPR,Tapestry Inc,Consumer Discretionary,82.05,79.41
260,TRIP,Tripadvisor Inc,Consumer Discretionary,76.19,100.0
261,TSCO,Tractor Supply CO,Consumer Discretionary,73.53,100.0
262,TSN,Tyson Foods,Consumer Staples,79.31,83.33
263,UDR,United Dominion Realty Trust,Real Estate,85.71,100.0
264,UHS,Universal Health Services,Health Care,85.0,79.31
265,ULTA,Ulta Beauty Inc,Consumer Discretionary,82.14,76.74
266,UNP,Union Pacific Corp,Industrials,86.36,91.67
267,UPS,United Parcel Service,Industrials,92.86,78.57
268,URI,United Rentals,Industrials,93.48,79.17
269,USB,U.S. Bancorp,Financials,71.43,83.33
270,UTX,United Technologies Corp,Industrials,93.33,90.91
271,VAR,Varian Medical Systems,Health Care,84.21,100.0
272,VIAB,Viacom Inc Cl B,Consumer Discretionary,90.62,91.18
273,VMC,Vulcan Materials Company,Materials,72.55,100.0
274,VRSK,Verisk Analytics Inc,Industrials,77.78,100.0
275,WAB,Wabtec Corp,None,80.0,96.97
276,WAT,Waters Corp,Health Care,75.86,78.95
277,WBA,Walgreens Boots Alliance,Consumer Staples,71.74,84.62
278,WCG,Wellcare Group,None,76.47,80.0
279,WELL,Welltower Inc,Real Estate,69.57,100.0
280,WFC,Wells Fargo & Company,Financials,73.17,83.33
281,WHR,Whirlpool Corp,Consumer Discretionary,75.0,82.61
282,WMT,Wal-Mart Stores,Consumer Staples,72.22,85.71
283,WU,Western Union Company,Information Technology,81.48,80.65
284,WY,Weyerhaeuser Company,Real Estate,73.08,69.44
285,WYNN,Wynn Resorts Ltd,Consumer Discretionary,100.0,83.33
286,XLNX,Xilinx Inc,Information Technology,100.0,98.55
287,XRX,Xerox Corp,Information Technology,77.27,79.17
288,YUM,Yum! Brands,Consumer Discretionary,100.0,100.0
289,ZBH,Zimmer Biomet Holdings,Health Care,82.61,90.0
290,ZION,Zions Bancorporation,Financials,74.29,76.92
