,Symb.,Name,Sector,Precision_up,Precision_down
89,EXPE,Expedia Group Inc,Consumer Discretionary,72.22,96.15
90,F,Ford Motor Company,Consumer Discretionary,85.29,90.0
91,FANG,Diamondback Energy,None,77.27,86.05
92,FAST,Fastenal Company,Industrials,88.89,81.48
93,FDX,Fedex Corp,Industrials,80.95,78.57
94,FE,Firstenergy Corp,Utilities,93.1,100.0
95,FFIV,F5 Networks Inc,Information Technology,82.86,87.5
96,FISV,Fiserv Inc,Information Technology,100.0,83.33
97,FLIR,Flir Systems Inc,Information Technology,81.82,90.0
98,FLS,Flowserve Corp,Industrials,91.67,72.73
99,FLT,Fleetcor Technologies,None,72.5,94.12
100,FMC,FMC Corp,Materials,69.7,73.33
101,GE,General Electric Company,Industrials,80.0,78.95
102,GL,Globe Life Inc.,None,77.78,83.33
103,GM,General Motors Company,Consumer Discretionary,76.92,100.0
104,GOOGL,Alphabet Cl A,Information Technology,88.89,93.75
105,GPC,Genuine Parts Company,Consumer Discretionary,94.44,94.38
106,GPN,Global Payments Inc,Information Technology,83.33,86.67
107,GPS,Gap Inc,Consumer Discretionary,77.14,78.26
108,GRMN,Garmin Ltd,Consumer Discretionary,71.64,93.22
109,GS,Goldman Sachs Group,Financials,100.0,92.0
110,GWW,W.W. Grainger,Industrials,83.33,78.79
111,HAL,Halliburton Company,Energy,84.21,75.51
112,HAS,Hasbro Inc,Consumer Discretionary,77.78,70.0
113,HBAN,Huntington Bcshs,Financials,96.3,88.24
114,HD,Home Depot,Consumer Discretionary,92.31,85.71
115,HES,Hess Corp,Energy,79.41,71.43
116,HIG,Hartford Financial Services Group,Financials,85.19,75.0
117,HOLX,Hologic Inc,Health Care,85.0,75.0
118,HON,Honeywell International Inc,Industrials,83.33,90.59
119,HP,Helmerich & Payne,Energy,81.58,84.09
120,HPQ,Hewlett-Packard Company,Information Technology,89.47,70.0
121,HSIC,Henry Schein Inc,Health Care,75.0,78.95
122,ICE,Intercontinental Exchange,Financials,70.0,81.58
123,IDXX,Idexx Laboratories,Health Care,70.21,100.0
124,IEX,Idex Corp,None,75.86,100.0
125,IFF,International Flavors & Fragrances,Materials,69.44,90.91
126,ILMN,Illumina Inc,Health Care,85.29,100.0
127,INCY,Incyte Corp,Health Care,72.0,95.45
128,INFO,IHS Markit Ltd,Industrials,76.92,74.07
129,INTU,Intuit Inc,Information Technology,74.19,90.0
130,IP,International Paper Company,Materials,100.0,81.08
131,IPG,Interpublic Group of Companies,Consumer Discretionary,73.81,100.0
132,IQV,Iqvia Holdings Inc,Health Care,80.95,100.0
133,IR,Ingersoll-Rand Plc [Ireland],Industrials,76.92,100.0
134,IRM,Iron Mountain Inc,Real Estate,83.33,94.92
135,JEC,Jacobs Engineering Group Inc,Industrials,72.73,80.0
136,JEF,Jefferies Financial Group Inc,None,78.12,76.0
137,JNPR,Juniper Networks,Information Technology,71.43,71.88
138,KEY,Keycorp,Financials,87.88,72.34
139,KMB,Kimberly-Clark Corp,Consumer Staples,76.92,86.96
140,KMX,Carmax Inc,Consumer Discretionary,92.11,85.0
141,KO,Coca-Cola Company,Consumer Staples,80.0,100.0
142,LB,L Brands Inc,Consumer Discretionary,91.43,82.61
143,LEG,Leggett & Platt Inc,Consumer Discretionary,77.78,75.0
144,LEN,Lennar Corp,Consumer Discretionary,80.0,88.1
145,LH,Laboratory Corp of America Holdings,Health Care,91.3,96.97
146,LIN,Linde Plc,None,70.27,90.0
147,LNC,Lincoln National Corp,Financials,73.68,75.51
148,LNT,Alliant Energy Corp,Utilities,71.79,100.0
149,LRCX,Lam Research Corp,Information Technology,90.24,82.14
150,MA,Mastercard Inc,Information Technology,100.0,81.82
151,MAA,Mid-America Apartment Communities,Real Estate,81.67,98.11
152,MAC,Macerich Company,Real Estate,73.33,95.35
153,MCK,Mckesson Corp,Health Care,75.0,76.67
154,MDLZ,Mondelez Intl Inc,Consumer Staples,75.76,78.12
155,MGM,MGM Resorts International,Consumer Discretionary,77.36,86.67
156,MHK,Mohawk Industries,Consumer Discretionary,72.73,91.3
157,MMC,Marsh & Mclennan Companies,Financials,71.43,100.0
158,MNST,Monster Beverage Cp,Consumer Staples,90.24,90.91
159,MOS,Mosaic Company,Materials,78.57,88.89
160,MPC,Marathon Petroleum Corp,Energy,80.0,81.58
161,MTD,Mettler-Toledo International,Health Care,94.74,90.0
162,MU,Micron Technology,Information Technology,85.29,70.59
163,NCLH,Norwegian Cruise Ord,Consumer Discretionary,77.27,85.19
164,NEM,Newmont Mining Corp,Materials,86.67,90.48
165,NFLX,Netflix Inc,Information Technology,75.0,73.08
166,NOV,National-Oilwell,Energy,71.74,94.34
167,NSC,Norfolk Southern Corp,Industrials,100.0,78.43
168,NTRS,Northern Trust Corp,Financials,82.86,75.0
169,NWL,Newell Rubbermaid Inc,Consumer Discretionary,80.95,73.81
170,O,Realty Income Corp,Real Estate,92.0,86.36
171,OKE,Oneok Inc,Energy,100.0,70.1
172,OMC,Omnicom Group Inc,Consumer Discretionary,73.33,72.97
173,PAYX,Paychex Inc,Information Technology,70.83,80.0
174,PBCT,People's United Finl,Financials,78.12,72.55
175,PEG,Public Service Enterprise Group Inc,Utilities,84.0,70.0
176,PFE,Pfizer Inc,Health Care,87.5,90.54
177,PG,Procter & Gamble Company,Consumer Staples,74.29,78.57
178,PH,Parker-Hannifin Corp,Industrials,78.95,83.78
179,PHM,Pultegroup,Consumer Discretionary,69.44,96.88
180,PKG,Packaging Corp of America,Materials,90.48,100.0
181,PKI,Perkinelmer,Health Care,100.0,91.25
182,PLD,Prologis Inc,Real Estate,88.57,91.3
183,PNW,Pinnacle West Capital Corp,Utilities,84.85,90.91
184,PPL,PPL Corp,Utilities,84.0,90.48
185,PSX,Phillips 66,Energy,100.0,91.3
186,PVH,Phillips-Van Heusen Corp,Consumer Discretionary,80.56,76.74
187,PWR,Quanta Services,Industrials,80.0,75.0
188,PXD,Pioneer Natural Resources CO,Energy,90.0,96.43
189,QCOM,Qualcomm Inc,Information Technology,86.21,73.91
190,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,84.38,82.14
191,RE,Everest Re Group,Financials,100.0,90.91
192,REGN,Regeneron Pharmaceuticals,Health Care,76.74,79.25
193,RF,Regions Financial Corp,Financials,79.17,70.69
194,RHI,Robert Half International Inc,Industrials,98.11,84.62
195,RJF,Raymond James Financial,Financials,100.0,96.39
196,RMD,Resmed Inc,Health Care,74.19,78.12
197,ROK,Rockwell Automation Inc,Industrials,85.29,100.0
198,ROP,Roper Industries,Industrials,86.36,94.12
199,RTN,Raytheon Company,Industrials,84.62,73.33
200,SBAC,SBA Communications,Real Estate,70.97,75.0
201,SCHW,The Charles Schwab Corp,Financials,78.79,74.47
202,SIVB,Svb Financial Group,Financials,85.37,88.89
203,SJM,J.M. Smucker Company,Consumer Staples,87.5,100.0
204,SLG,SL Green Realty Corp,Real Estate,77.42,88.89
205,SNA,Snap-On Inc,Consumer Discretionary,82.35,72.88
206,SNPS,Synopsys Inc,Information Technology,91.3,100.0
207,SO,Southern Company,Utilities,70.0,93.9
208,SPG,Simon Property Group,Real Estate,72.0,95.65
209,SRE,Sempra Energy,Utilities,73.91,100.0
210,STT,State Street Corp,Financials,75.0,83.33
211,SWK,Stanley Black & Decker Inc,Consumer Discretionary,72.73,100.0
212,SWKS,Skyworks Solutions,Information Technology,87.5,87.3
213,SYF,Synchrony Financial,Financials,77.78,73.33
214,SYMC,Symantec Corp,Information Technology,89.47,100.0
215,SYY,Sysco Corp,Consumer Staples,75.0,100.0
216,TDG,Transdigm Group Inc,Industrials,70.83,100.0
217,TEL,Te Connectivity Ltd,Information Technology,88.0,86.21
218,TGT,Target Corp,Consumer Discretionary,95.74,80.39
219,TIF,Tiffany & CO,Consumer Discretionary,85.0,84.0
220,TJX,TJX Companies,Consumer Discretionary,95.24,98.31
221,TMO,Thermo Fisher Scientific Inc,Health Care,92.31,87.18
222,TMUS,T-Mobile US,None,80.56,100.0
223,TPR,Tapestry Inc,Consumer Discretionary,70.97,94.29
224,TRIP,Tripadvisor Inc,Consumer Discretionary,70.97,74.0
225,TWTR,Twitter Inc,None,87.5,70.0
226,TXN,Texas Instruments,Information Technology,78.95,83.33
227,UAA,Under Armour,Consumer Discretionary,74.36,78.05
228,UAL,United Continental Holdings,Industrials,92.59,85.29
229,UNM,Unumprovident Corp,Financials,74.36,88.24
230,UNP,Union Pacific Corp,Industrials,79.31,83.33
231,UPS,United Parcel Service,Industrials,75.86,100.0
232,URI,United Rentals,Industrials,70.49,93.75
233,USB,U.S. Bancorp,Financials,81.48,84.62
234,UTX,United Technologies Corp,Industrials,100.0,81.25
235,VAR,Varian Medical Systems,Health Care,85.71,82.98
236,VFC,V.F. Corp,Consumer Discretionary,92.31,89.66
237,VIAB,Viacom Inc Cl B,Consumer Discretionary,69.7,69.23
238,VNO,Vornado Realty Trust,Real Estate,88.46,90.48
239,VRSN,Verisign Inc,Information Technology,69.7,73.53
240,VRTX,Vertex Pharmaceutic,Health Care,70.37,75.44
241,VZ,Verizon Communications Inc,Telecommunication Services,69.23,83.33
242,WAB,Wabtec Corp,None,82.35,72.09
243,WAT,Waters Corp,Health Care,71.43,76.92
244,WBA,Walgreens Boots Alliance,Consumer Staples,100.0,88.46
245,WCG,Wellcare Group,None,96.15,100.0
246,WDC,Western Digital Cp,Information Technology,84.62,77.63
247,WHR,Whirlpool Corp,Consumer Discretionary,75.68,96.15
248,WLTW,Willis Towers Wts,Financials,79.31,95.45
249,WMT,Wal-Mart Stores,Consumer Staples,84.0,71.43
250,WU,Western Union Company,Information Technology,82.5,79.49
251,XEC,Cimarex Energy CO,Energy,76.09,86.49
252,XLNX,Xilinx Inc,Information Technology,95.24,81.25
253,XOM,Exxon Mobil Corp,Energy,78.57,75.0
254,XRX,Xerox Corp,Information Technology,88.0,82.35
255,XYL,Xylem Inc,Industrials,87.5,88.0
256,ZION,Zions Bancorporation,Financials,75.51,100.0
257,ZTS,Zoetis Inc Cl A,None,86.67,80.95
