,Date,Ticker,Conf Up,Conf Dwn,Green,Red,Green_Close,Red_Close,Price,Open.S,% up,% down
188,2020-01-02,CPRI,1.7881393432617188e-05,98.65525817871094,0,1,1,0,38.27999877929688,37.5,94.12,88.46
194,2020-01-15,CPRI,0.00040531158447265625,98.99604034423828,0,1,1,0,35.849998474121094,36.290000915527344,94.12,88.46
195,2020-01-16,CPRI,0.0006794929504394531,94.07752990722656,0,0,1,0,37.310001373291016,37.400001525878906,94.12,88.46
198,2020-01-22,CPRI,96.31656646728516,1.9713222980499268,1,0,0,1,36.41999816894531,35.939998626708984,94.12,88.46
200,2020-01-24,CPRI,95.44612121582031,0.1199871301651001,1,0,0,1,35.380001068115234,34.290000915527344,94.12,88.46
202,2020-01-28,CPRI,99.92546844482422,0.06440877914428711,1,0,0,1,32.689998626708984,32.990001678466804,94.12,88.46
206,2020-02-03,CPRI,99.99976348876953,0.0,1,0,0,1,29.81999969482422,33.209999084472656,94.12,88.46
208,2020-02-06,CPRI,99.99991607666016,1.7277424149142462e-06,1,0,0,1,31.34000015258789,30.88999938964844,94.12,88.46
209,2020-02-07,CPRI,99.94737243652344,0.0468314029276371,1,0,0,1,30.5,,94.12,88.46
212,2019-04-08,CVX,1.7881393432617188e-05,99.81099700927734,0,1,1,0,122.957763671875,126.29000091552734,92.59,90.28
215,2019-04-11,CVX,0.0,99.99999237060547,0,1,1,0,122.2880401611328,121.58000183105469,92.59,90.28
222,2019-04-23,CVX,0.0,99.99188232421875,0,1,1,0,118.43468475341795,121.3499984741211,92.59,90.28
224,2019-04-25,CVX,0.0,97.41069030761719,0,1,1,0,114.43575286865234,118.4000015258789,92.59,90.28
227,2019-04-30,CVX,0.0,99.5762710571289,0,1,1,0,116.53228759765624,119.8000030517578,92.59,90.28
228,2019-05-01,CVX,1.7881393432617188e-05,97.84207153320312,0,1,1,0,114.348388671875,117.27999877929688,92.59,90.28
233,2019-05-08,CVX,99.95922088623047,0.0,1,0,0,1,114.0475082397461,121.12000274658205,92.59,90.28
241,2019-05-20,CVX,98.72917175292969,0.0014841556549072266,1,0,0,1,118.44334411621094,121.02999877929688,92.59,90.28
243,2019-05-22,CVX,0.0001609325408935547,99.95431518554688,0,1,1,0,118.17869567871094,118.80999755859376,92.59,90.28
249,2019-05-31,CVX,96.04984283447266,0.0,1,0,0,1,111.59197998046876,114.6999969482422,92.59,90.28
252,2019-06-05,CVX,99.9384994506836,0.0,1,0,0,1,115.31661987304688,118.20999908447266,92.59,90.28
253,2019-06-06,CVX,92.48606872558594,2.682209014892578e-05,0,0,0,1,118.2865219116211,120.73999786376952,92.59,90.28
260,2019-06-17,CVX,99.59585571289062,0.001138448715209961,1,0,0,1,118.98243713378906,121.9499969482422,92.59,90.28
265,2019-06-24,CVX,0.0,99.30764770507812,0,1,1,0,122.43263244628906,124.83999633789062,92.59,90.28
270,2019-07-01,CVX,0.013968348503112793,99.39691162109375,0,1,1,0,122.36400604248048,124.5500030517578,92.59,90.28
275,2019-07-09,CVX,98.22261047363281,2.086162567138672e-05,1,0,0,1,120.903564453125,124.11000061035156,92.59,90.28
284,2019-07-22,CVX,0.0019937753677368164,98.8780746459961,0,1,1,0,122.8246841430664,125.23999786376952,92.59,90.28
286,2019-07-24,CVX,0.0002503395080566406,99.87667083740234,0,1,1,0,124.0302963256836,127.0,92.59,90.28
287,2019-07-25,CVX,0.0002294778823852539,99.60810089111328,0,1,1,0,123.13834381103516,125.23999786376952,92.59,90.28
290,2019-07-30,CVX,0.0028342008590698242,93.04619598388672,0,0,1,0,121.8739242553711,123.70999908447266,92.59,90.28
291,2019-07-31,CVX,0.0,99.97962188720703,0,1,1,0,120.66832733154295,122.0,92.59,90.28
296,2019-08-07,CVX,99.88182830810547,0.0,1,0,0,1,116.73785400390624,119.48999786376952,92.59,90.28
299,2019-08-12,CVX,97.8105697631836,4.470348358154297e-05,1,0,0,1,119.13926696777344,121.01000213623048,92.59,90.28
300,2019-08-13,CVX,0.0,99.9983901977539,0,1,1,0,119.96260833740234,120.0199966430664,92.59,90.28
303,2019-08-16,CVX,93.07394409179688,0.0,1,0,0,1,114.68000793457031,117.12999725341795,92.59,90.28
307,2019-08-22,CVX,7.152557373046875e-05,99.59871673583984,0,1,1,0,116.5812759399414,116.4800033569336,92.59,90.28
312,2019-08-29,CVX,94.25238800048828,0.004637241363525391,1,0,0,1,116.37332153320312,117.9800033569336,92.59,90.28
313,2019-08-30,CVX,0.006523728370666504,98.22766876220703,0,1,1,0,116.57137298583984,115.7699966430664,92.59,90.28
318,2019-09-09,CVX,99.42288208007812,0.00033974647521972656,1,0,0,1,118.2250747680664,120.2300033569336,92.59,90.28
322,2019-09-13,CVX,97.83472442626953,0.00033974647521972656,1,0,0,1,120.31449127197266,124.86000061035156,92.59,90.28
330,2019-09-25,CVX,0.0,99.94413757324219,0,1,1,0,122.30487823486328,123.26000213623048,92.59,90.28
333,2019-09-30,CVX,0.0,99.75674438476562,0,1,1,0,117.44278717041016,119.2699966430664,92.59,90.28
334,2019-10-01,CVX,0.0,99.99095153808594,0,1,1,0,114.87805938720705,115.05999755859376,92.59,90.28
344,2019-10-15,CVX,0.00010132789611816406,99.82008361816406,0,1,1,0,115.17512512207031,116.2300033569336,92.59,90.28
354,2019-10-29,CVX,2.384185791015625e-05,99.98410034179688,0,1,1,0,116.97737121582031,118.18000030517578,92.59,90.28
357,2019-11-01,CVX,99.98656463623047,0.0,1,0,0,1,115.07610321044922,117.2300033569336,92.59,90.28
367,2019-11-15,CVX,0.0018596649169921875,95.30261993408203,0,0,1,0,120.63999938964844,119.81999969482422,92.59,90.28
375,2019-11-27,CVX,1.4901161193847656e-05,91.31177520751953,0,0,1,0,118.06999969482422,117.27999877929688,92.59,90.28
383,2019-12-10,CVX,5.9604644775390625e-06,99.95771789550781,0,1,1,0,117.88999938964844,117.08999633789062,92.59,90.28
384,2019-12-11,CVX,98.18588256835938,5.9604644775390625e-06,1,0,0,1,116.2300033569336,116.58999633789062,92.59,90.28
387,2019-12-16,CVX,0.003921985626220703,96.79536437988281,0,0,1,0,119.36000061035156,119.58999633789062,92.59,90.28
394,2019-12-26,CVX,0.009691715240478516,95.86935424804688,0,0,1,0,120.5999984741211,120.88999938964844,92.59,90.28
396,2019-12-30,CVX,0.0,100.0,0,1,1,0,119.8499984741211,119.5,92.59,90.28
397,2019-12-31,CVX,0.0,100.0,0,1,1,0,120.51000213623048,120.80999755859376,92.59,90.28
398,2020-01-02,CVX,0.0,99.99952697753906,0,1,1,0,121.43000030517578,121.77999877929688,92.59,90.28
399,2020-01-03,CVX,0.0,100.0,0,1,1,0,121.01000213623048,121.23999786376952,92.59,90.28
400,2020-01-06,CVX,0.0,99.99186706542969,0,1,1,0,120.5999984741211,119.0199966430664,92.59,90.28
401,2020-01-07,CVX,0.0,99.99998474121094,0,1,1,0,119.05999755859376,118.5500030517578,92.59,90.28
402,2020-01-08,CVX,0.0,99.99958801269531,0,1,1,0,117.6999969482422,117.58999633789062,92.59,90.28
403,2020-01-09,CVX,0.0,99.99759674072266,0,1,1,0,117.51000213623048,117.5199966430664,92.59,90.28
404,2020-01-10,CVX,0.0,99.78323364257812,0,1,1,0,116.44000244140624,116.47000122070312,92.59,90.28
405,2020-01-13,CVX,0.0,99.87992858886719,0,1,1,0,116.66000366210938,116.5,92.59,90.28
406,2020-01-14,CVX,0.0,99.12078094482422,0,1,1,0,116.3000030517578,116.3000030517578,92.59,90.28
407,2020-01-15,CVX,0.0,98.94979858398438,0,1,1,0,116.12999725341795,116.55999755859376,92.59,90.28
408,2020-01-16,CVX,0.0,99.97295379638672,0,1,1,0,116.88999938964844,117.01000213623048,92.59,90.28
409,2020-01-17,CVX,0.0,92.50177001953125,0,0,1,0,115.58000183105469,115.0999984741211,92.59,90.28
414,2020-01-27,CVX,0.0,100.0,0,1,1,0,110.38999938964844,110.9800033569336,92.59,90.28
415,2020-01-28,CVX,0.0,100.0,0,1,1,0,111.12000274658205,111.4499969482422,92.59,90.28
416,2020-01-29,CVX,0.0,100.0,0,1,1,0,110.37000274658205,109.80999755859376,92.59,90.28
417,2020-01-30,CVX,0.0,100.0,0,1,1,0,111.4000015258789,109.80999755859376,92.59,90.28
418,2020-01-31,CVX,0.0,100.0,0,1,1,0,107.13999938964844,106.9499969482422,92.59,90.28
419,2020-02-03,CVX,0.0,100.0,0,1,1,0,106.27999877929688,108.2699966430664,92.59,90.28
420,2020-02-05,CVX,0.0,100.0,0,1,1,0,110.27999877929688,110.62999725341795,92.59,90.28
421,2020-02-06,CVX,0.0,100.0,0,1,1,0,109.48999786376952,108.93000030517578,92.59,90.28
422,2020-02-07,CVX,0.0,100.0,0,1,1,0,108.94000244140624,,92.59,90.28
436,2019-04-24,EMR,0.00043511390686035156,99.90116119384766,0,1,1,0,70.88550567626953,72.22000122070312,100.0,96.51
438,2019-04-26,EMR,0.0006705522537231445,94.37052917480469,0,0,1,0,70.09387969970703,71.72000122070312,100.0,96.51
440,2019-04-30,EMR,0.0005125999450683594,98.98391723632812,0,1,1,0,69.38042449951172,71.0999984741211,100.0,96.51
441,2019-05-01,EMR,0.006619095802307129,93.50694274902344,0,0,1,0,68.6865234375,70.23999786376953,100.0,96.51
443,2019-05-03,EMR,0.00028908252716064453,99.99578094482422,0,1,1,0,69.48793792724611,69.73999786376953,100.0,96.51
444,2019-05-06,EMR,0.0,99.99998474121094,0,1,1,0,68.55947113037111,67.5,100.0,96.51
445,2019-05-07,EMR,4.172325134277344e-05,99.51126861572266,0,1,1,0,65.99887084960939,67.33000183105469,100.0,96.51
448,2019-05-10,EMR,0.0,99.99996948242188,0,1,1,0,65.41248321533203,65.55000305175781,100.0,96.51
455,2019-05-21,EMR,0.00035762786865234375,91.90887451171875,0,0,1,0,64.32963562011719,65.05999755859375,100.0,96.51
456,2019-05-22,EMR,6.258487701416016e-05,99.97798156738281,0,1,1,0,63.67974090576172,63.849998474121094,100.0,96.51
458,2019-05-24,EMR,0.0002503395080566406,99.58279418945312,0,1,1,0,61.572509765625,62.7599983215332,100.0,96.51
463,2019-06-03,EMR,99.98777770996094,0.0,1,0,0,1,59.65237045288086,61.4000015258789,100.0,96.51
468,2019-06-10,EMR,0.0006318092346191406,99.86331176757812,0,1,1,0,63.64034652709961,65.33999633789061,100.0,96.51
469,2019-06-11,EMR,0.023677945137023926,99.93453979492188,0,1,1,0,62.48826599121094,63.18999862670898,100.0,96.51
471,2019-06-13,EMR,0.0022917985916137695,99.05960845947266,0,1,1,0,62.23225021362305,63.040000915527344,100.0,96.51
473,2019-06-17,EMR,98.83134460449219,2.086162567138672e-05,1,0,0,1,61.72021102905274,63.15999984741211,100.0,96.51
474,2019-06-18,EMR,0.043842196464538574,99.77645874023438,0,1,1,0,62.98060989379883,64.13999938964844,100.0,96.51
475,2019-06-19,EMR,99.7478256225586,1.1920928955078125e-05,1,0,0,1,62.50796127319336,64.66999816894531,100.0,96.51
477,2019-06-21,EMR,0.00591278076171875,96.08633422851562,0,0,1,0,64.62503814697266,65.63999938964844,100.0,96.51
480,2019-06-26,EMR,0.0014841556549072266,99.65584564208984,0,1,1,0,64.8416748046875,66.11000061035156,100.0,96.51
482,2019-06-28,EMR,0.02353489398956299,98.43802642822266,0,1,1,0,65.69834899902344,67.90000152587889,100.0,96.51
483,2019-07-01,EMR,0.02098381519317627,99.40023040771484,0,1,1,0,65.68849945068361,66.45999908447266,100.0,96.51
487,2019-07-08,EMR,0.005099177360534668,94.33012390136719,0,0,1,0,63.85697937011719,64.33000183105469,100.0,96.51
488,2019-07-09,EMR,0.002366304397583008,96.88392639160156,0,0,1,0,63.26617050170898,64.70999908447266,100.0,96.51
489,2019-07-10,EMR,90.20477294921875,0.041684508323669434,0,0,0,1,62.72459030151367,63.79999923706055,100.0,96.51
490,2019-07-11,EMR,99.96121978759766,0.001105666160583496,1,0,0,1,63.17755126953125,64.59999847412111,100.0,96.51
493,2019-07-16,EMR,0.00011920928955078125,99.936279296875,0,1,1,0,65.22569274902344,66.06999969482422,100.0,96.51
497,2019-07-22,EMR,99.84947204589844,8.64267349243164e-05,1,0,0,1,64.39856719970703,65.80000305175781,100.0,96.51
503,2019-07-30,EMR,3.5762786865234375e-05,99.9998550415039,0,1,1,0,66.25962066650389,67.30000305175781,100.0,96.51
504,2019-07-31,EMR,2.086162567138672e-05,99.99949645996094,0,1,1,0,63.88652420043945,64.93000030517578,100.0,96.51
505,2019-08-01,EMR,0.00032782554626464844,99.97737121582031,0,1,1,0,61.79898452758789,62.5,100.0,96.51
506,2019-08-02,EMR,0.0,100.0,0,1,1,0,60.71582794189453,60.34000015258789,100.0,96.51
508,2019-08-06,EMR,6.556510925292969e-05,99.96072387695312,0,1,1,0,59.8886947631836,59.6500015258789,100.0,96.51
510,2019-08-08,EMR,0.0001519918441772461,99.88282012939453,0,1,1,0,59.83945846557617,60.36999893188477,100.0,96.51
511,2019-08-09,EMR,0.0001519918441772461,99.97459411621094,0,1,1,0,58.5692138671875,59.209999084472656,100.0,96.51
513,2019-08-13,EMR,2.9802322387695312e-06,100.0,0,1,1,0,58.28364944458008,58.02000045776367,100.0,96.51
515,2019-08-15,EMR,97.5112533569336,0.0006288290023803711,1,0,0,1,56.02667617797852,56.86999893188477,100.0,96.51
520,2019-08-22,EMR,0.00014007091522216797,98.12571716308594,0,1,1,0,57.80451202392578,57.6500015258789,100.0,96.51
526,2019-08-30,EMR,3.8743019104003906e-05,99.06642150878906,0,1,1,0,59.18506622314453,59.0,100.0,96.51
527,2019-09-03,EMR,94.290283203125,3.2782554626464844e-05,1,0,0,1,58.00315475463867,59.11999893188477,100.0,96.51
528,2019-09-04,EMR,99.87444305419922,0.0,1,0,0,1,59.20492935180664,60.63000106811523,100.0,96.51
542,2019-09-24,EMR,94.81812286376953,0.04149675369262695,1,0,0,1,63.55516815185547,63.88999938964844,100.0,96.51
543,2019-09-25,EMR,0.029930472373962402,99.81372833251953,0,1,1,0,64.02197265625,64.48000335693361,100.0,96.51
544,2019-09-26,EMR,99.84986114501953,0.026804208755493164,1,0,0,1,63.75381088256836,65.08000183105469,100.0,96.51
546,2019-09-30,EMR,0.00015795230865478516,99.99369812011719,0,1,1,0,66.40566253662111,67.97000122070311,100.0,96.51
547,2019-10-01,EMR,0.00014007091522216797,99.99833679199219,0,1,1,0,64.80660247802734,64.27999877929689,100.0,96.51
550,2019-10-04,EMR,0.006312131881713867,95.41925048828125,0,0,1,0,64.74701690673828,65.02999877929689,100.0,96.51
551,2019-10-07,EMR,9.238719940185547e-05,99.9996337890625,0,1,1,0,64.01203918457031,63.7599983215332,100.0,96.51
552,2019-10-08,EMR,0.0017285346984863281,99.81242370605469,0,1,1,0,62.73080444335938,63.68000030517578,100.0,96.51
553,2019-10-09,EMR,92.28800201416016,0.031048059463500977,0,0,0,1,63.18767929077149,63.77999877929688,100.0,96.51
554,2019-10-10,EMR,99.88359069824219,0.0030219554901123047,1,0,0,1,64.60796356201172,66.25,100.0,96.51
561,2019-10-21,EMR,96.89945220947266,0.00012814998626708984,1,0,0,1,68.95819854736328,69.55999755859375,100.0,96.51
564,2019-10-24,EMR,99.67221069335938,7.748603820800781e-05,1,0,0,1,69.40513610839844,70.11000061035156,100.0,96.51
569,2019-10-31,EMR,99.60356903076172,0.00021159648895263672,1,0,0,1,69.67330932617189,70.61000061035156,100.0,96.51
580,2019-11-15,EMR,0.001990795135498047,94.1365966796875,0,0,1,0,73.52999877929688,73.1500015258789,100.0,96.51
588,2019-11-27,EMR,0.0011712312698364258,92.53331756591797,0,0,1,0,74.44000244140625,74.16000366210938,100.0,96.51
590,2019-12-02,EMR,0.00014901161193847656,99.51405334472656,0,1,1,0,73.36000061035156,72.66999816894531,100.0,96.51
593,2019-12-05,EMR,97.82243347167969,0.0005543231964111328,1,0,0,1,73.9800033569336,74.9000015258789,100.0,96.51
595,2019-12-09,EMR,0.0004202127456665039,90.36000061035156,0,0,1,0,75.16000366210938,74.94999694824219,100.0,96.51
598,2019-12-12,EMR,2.086162567138672e-05,99.5701904296875,0,1,1,0,76.97000122070312,76.52999877929688,100.0,96.51
605,2019-12-23,EMR,0.000807642936706543,92.53291320800781,0,0,1,0,76.79000091552734,76.98999786376953,100.0,96.51
608,2019-12-27,EMR,2.682209014892578e-05,99.99366760253906,0,1,1,0,76.51000213623047,76.62999725341797,100.0,96.51
609,2019-12-30,EMR,8.940696716308594e-06,99.99995422363281,0,1,1,0,76.44000244140625,76.36000061035156,100.0,96.51
610,2019-12-31,EMR,0.0,99.9999771118164,0,1,1,0,76.26000213623047,76.56999969482422,100.0,96.51
611,2020-01-02,EMR,1.4901161193847656e-05,99.9993896484375,0,1,1,0,77.4800033569336,76.0,100.0,96.51
612,2020-01-03,EMR,0.0,99.99998474121094,0,1,1,0,76.41999816894531,75.87999725341797,100.0,96.51
613,2020-01-06,EMR,0.0,100.0,0,1,1,0,77.05000305175781,76.54000091552734,100.0,96.51
614,2020-01-07,EMR,8.940696716308594e-06,99.95905303955078,0,1,1,0,77.23999786376953,77.11000061035156,100.0,96.51
615,2020-01-08,EMR,0.0,100.0,0,1,1,0,77.51000213623047,77.76000213623047,100.0,96.51
616,2020-01-09,EMR,0.0,100.0,0,1,1,0,77.80000305175781,77.94999694824219,100.0,96.51
617,2020-01-10,EMR,0.0,99.9999771118164,0,1,1,0,76.94000244140625,77.1500015258789,100.0,96.51
618,2020-01-13,EMR,0.0,99.99999237060547,0,1,1,0,77.38999938964844,77.2300033569336,100.0,96.51
619,2020-01-14,EMR,0.0,99.99998474121094,0,1,1,0,76.87000274658203,76.87000274658203,100.0,96.51
620,2020-01-15,EMR,0.0,99.99998474121094,0,1,1,0,76.66000366210938,77.08999633789062,100.0,96.51
621,2020-01-16,EMR,0.0,100.0,0,1,1,0,77.87000274658203,77.83999633789062,100.0,96.51
622,2020-01-17,EMR,0.0,100.0,0,1,1,0,77.77999877929688,77.43000030517578,100.0,96.51
623,2020-01-21,EMR,0.0,99.99998474121094,0,1,1,0,77.25,77.77999877929688,100.0,96.51
624,2020-01-22,EMR,0.0,99.99998474121094,0,1,1,0,77.0199966430664,76.61000061035156,100.0,96.51
625,2020-01-23,EMR,0.0,99.99999237060547,0,1,1,0,77.58999633789062,77.83000183105469,100.0,96.51
626,2020-01-24,EMR,2.9802322387695312e-06,99.99930572509766,0,1,1,0,76.69999694824219,75.04000091552734,100.0,96.51
627,2020-01-27,EMR,0.0,100.0,0,1,1,0,73.73999786376953,74.12000274658203,100.0,96.51
628,2020-01-28,EMR,0.0,100.0,0,1,1,0,74.43000030517578,74.9800033569336,100.0,96.51
629,2020-01-29,EMR,0.0,100.0,0,1,1,0,73.91000366210938,73.0,100.0,96.51
630,2020-01-30,EMR,0.0,100.0,0,1,1,0,73.83000183105469,73.30999755859375,100.0,96.51
631,2020-01-31,EMR,0.0,99.99996185302734,0,1,1,0,71.62999725341797,72.0999984741211,100.0,96.51
632,2020-02-03,EMR,0.0,100.0,0,1,1,0,72.5999984741211,74.5999984741211,100.0,96.51
633,2020-02-05,EMR,9.720196430862416e-06,99.99715423583984,0,1,1,0,76.01000213623047,76.62999725341797,100.0,96.51
634,2020-02-06,EMR,0.0009240356739610434,98.70330047607422,0,1,1,0,75.25,74.94000244140625,100.0,96.51
635,2020-02-07,EMR,0.0,100.0,0,1,1,0,73.7699966430664,,100.0,96.51
640,2019-04-10,FFIV,0.003355741500854492,90.84764862060547,0,0,1,0,168.14999389648438,168.4199981689453,93.75,90.0
645,2019-04-17,FFIV,92.23526763916016,0.007316470146179199,0,0,0,1,164.4499969482422,164.33999633789062,93.75,90.0
653,2019-04-30,FFIV,99.81172943115234,1.1920928955078125e-05,1,0,0,1,156.89999389648438,157.0,93.75,90.0
654,2019-05-01,FFIV,95.08621978759766,0.0011622905731201172,1,0,0,1,152.25999450683594,151.5800018310547,93.75,90.0
657,2019-05-06,FFIV,0.0,99.95039367675781,0,1,1,0,152.92999267578125,150.91000366210938,93.75,90.0
658,2019-05-07,FFIV,0.0,98.837158203125,0,1,1,0,151.6699981689453,151.0,93.75,90.0
661,2019-05-10,FFIV,0.0,99.9981918334961,0,1,1,0,148.57000732421875,144.77999877929688,93.75,90.0
671,2019-05-24,FFIV,94.90753173828125,0.4479318857192993,1,0,0,1,136.94000244140622,137.85000610351562,93.75,90.0
672,2019-05-28,FFIV,99.30123901367188,0.047966837882995605,1,0,0,1,136.63999938964844,136.16000366210938,93.75,90.0
674,2019-05-30,FFIV,99.79572296142578,0.01785457134246826,1,0,0,1,136.02999877929688,134.91999816894528,93.75,90.0
675,2019-05-31,FFIV,99.94120788574219,0.030657649040222168,1,0,0,1,132.08000183105472,132.1300048828125,93.75,90.0
680,2019-06-07,FFIV,98.15424346923828,0.001627206802368164,1,0,0,1,140.42999267578122,141.75,93.75,90.0
682,2019-06-11,FFIV,92.3233413696289,0.09581148624420166,0,0,0,1,141.97000122070312,142.13999938964844,93.75,90.0
684,2019-06-13,FFIV,1.7881393432617188e-05,99.99993133544922,0,1,1,0,145.1300048828125,140.44999694824222,93.75,90.0
