TYPE;TIERS;NOM;CPTE_TIERS;PRODUIT;ADRESSE;C_POSTAL;COMMUNE
RO;91511;MGEN MARNE;;;   2 rue Roger Bouffet ;51041;CHALONS EN CHAMPAGNE CEDEX
RO;91972;MGEN MARTINIQUE;;;   Morne Calebasse ;97200;FORT DE France 
RO;91596;MGEN MAUBEUGE;;;    ;0NULL; 
RO;91531;MGEN MAYENNE;;;    BP 1219;53012;LAVAL CEDEX
RO;91542;MGEN MEURTHE ET MOSELLE;;;   7 rue Jacquard ;54517;VANDOEUVRE NANCY CEDEX
RO;91551;MGEN MEUSE;;;    BP 528;55012;BAR LE DUC CEDEX
RO;91976;MGEN MFP MAYOTTE;;;    ;0NULL; 
RO;91252;MGEN MONTBELIARD;;;    ;0NULL; 
RO;91561;MGEN MORBIHAN;;;    BP 324;56018;VANNES CEDEX
RO;91571;MGEN MOSELLE;;;   Rue de la Passote ;57081;METZ CEDEX 3
RO;91581;MGEN NIEVRE;;;    BP 12;58028;NEVERS CEDEX
RO;91594;MGEN NORD 1;;;   238 rue de Paris B.P. 427;59021;LILLE CEDEX
RO;91595;MGEN NORD 2;;;   238 rue de Paris B.P. 427;59021;LILLE CEDEX
RO;91597;MGEN NORD 3;;;   238 rue de Paris B.P. 427;59021;LILLE CEDEX
RO;91599;MGEN NORD 4;;;   238 rue de Paris B.P. 427;59021;LILLE CEDEX
RO;91601;MGEN OISE;;;   12. rue Ambroise Paré ;60017;BEAUVAIS 
RO;91611;MGEN ORNE;;;    BP 516;61024;ALENCON CEDEX
RO;917510506;MGEN PARIS;;;   182 boulevard DE LA VILLETTE ;75952;PARIS CEDEX 19
RO;91623;MGEN PAS DE CALAIS 1;;;   Arc ;62025;ARRAS CEDEX
RO;91624;MGEN PAS DE CALAIS 2;;;   6 av du Maréchal Koenig ;62025;ARRAS CEDEX
RO;91631;MGEN PUY DE DOME;;;   33 rue de Rivaly ;63046;CLERMONT FERRAND CEDEX 2
RO;91641;MGEN PYRENEES ATLANTIQUES;;;    BP 39;64206;BIARRITZ CEDEX
RO;91642;MGEN PYRENEES ATLANTIQUES;;;    BP 39;64206;BIARRITZ CEDEX
RO;91661;MGEN PYRENEES ORIENTALES;;;   44 chemin de la Passio Vella ;66830;PERPIGNAN CEDEX
RO;91292;MGEN QUIMPER;;;    ;0NULL; 
RO;91974;MGEN REUNION;;;   Avenue Monseigneur Mondon ;97487;SAINT DENIS CEDEX
RO;91691;MGEN RHONE;;;   83-85 boulevard Vivier Merle ;69487;LYON CEDEX 03
RO;91421;MGEN ROANNE;;;    ;0NULL; 
RO;91711;MGEN SAONE ET LOIRE;;;   8 rue Georges Lapierre ;71335;CHALON SUR SAONE CEDEX
RO;91572;MGEN SARREGUEMINES;;;    ;0NULL; 
RO;91721;MGEN SARTHE;;;   25 impasse Armand Saffray ;72018;LE MANS CEDEX 2
RO;91731;MGEN SAVOIE;;;   116 avenue du Grand Ariètaz BISSY;73079;CHAMBERY CEDEX 9
RO;91771;MGEN SEINE ET MARNE;;;   1 rue des Aulnes ;77248;CESSON CEDEX
RO;91763;MGEN SEINE MARITIME 1;;;   8 rue Neil Armstrong ;76127;GRAND QUEVILLY CEDEX
RO;91764;MGEN SEINE MARITIME 2;;;   8 rue Neil Armstrong ;76127;GRAND QUEVILLY CEDEX
RO;91931;MGEN SEINE SAINT DENIS;;;   28-30 avenue Henri Varagnat ;93144;BONDY CEDEX
RO;91672;MGEN SELESTAT;;;    ;0NULL; 
RO;917510501;MGEN S.E.M. (ETRANGER);;;   88 rue ALBERT EINSTEIN ;72000;LE MANS
RO;91801;MGEN SOMME;;;   15. Rue de Québec ;80028;AMIENS 3
RO;91442;MGEN ST NAZAIRE;;;    ;0NULL; 
RO;91022;MGEN ST QUENTIN;;;    ;0NULL; 
RO;91811;MGEN TARN;;;   10 rue des taillades Le Sequestre;81019;ALBI 9
RO;91821;MGEN TARN ET GARONNE;;;   12 rue Marcel Rivière BP 370;82053;MONTAUBAN CEDEX
RO;91901;MGEN TERRITOIRE DE BELFOR;;;    BP 187;90004;BELFORT CEDEX
RO;91573;MGEN THIONVILLE;;;    ;0NULL; 
RO;91598;MGEN TOURCOING;;;    ;0NULL; 
RO;91951;MGEN VAL D OISE;;;   19-25 rue du Général Galliéni ;92511;BOULOGNE BILLANCOURT CEDEX
RO;91941;MGEN VAL DE MARNE;;;   28-30 avenue Henri Varagnat ;93144;BONDY CEDEX
RO;91831;MGEN VAR;;;   Impasse Lavoisier ;83166;TOULON CEDEX 9
RO;91841;MGEN VAUCLUSE;;;   Rue du Bon Vent ;84058;AVIGNON CEDEX 9
RO;91851;MGEN VENDEE;;;    BP 69;85002;LA ROCHE SUR YON CEDEX
RO;91382;MGEN VIENNE;;;    ;0NULL; 
RO;91861;MGEN VIENNE;;;   17. rue Jean-Richard Bloch ;86047;POITIERS Cedex
RO;91692;MGEN VILLEFRANCHE SUR SAO;;;    ;0NULL; 
RO;91881;MGEN VOSGES;;;   29 avenue Victor Hugo ;88033;EPINAL BP 869
RO;91891;MGEN YONNE;;;   47 rue Théodore de Bèze ;89000;AUXERRE 89026
RO;91781;MGEN YVELINES;;;   Centre 506-78 6 bis avenue Joseph Rollo;78320;LA VERRIERE 
RO;93789;MGP  PARIS - I D F - PROV;;;   Assurance maladie des Yvelines                                      Agence MGP;78715;MANTES CEDEX
RO;999410606;MNFCT;;;   22. rue des vignerons ;94686;VINCENNES CEDEX
RO;999110606;MNFCT;;;   22. rue des vignerons ;94686;VINCENNES CEDEX
RO;999210606;MNFCT;;;   22. rue des vignerons ;94686;VINCENNES CEDEX
RO;999310606;MNFCT;;;   22. rue des vignerons ;94686;VINCENNES CEDEX
RO;999510606;MNFCT;;;   22. rue des vignerons ;94686;VINCENNES CEDEX
RO;997810606;MNFCT;;;   22. rue des vignerons ;94686;VINCENNES CEDEX
RO;997510606;MNFCT;;;   22. rue des vignerons ;94686;VINCENNES CEDEX
RO;992810613;MNH - CHARTRES 2;;;   ZA le VALLIER - 11 rue jean Rostand BP 1019;28305;MAINVILLIERS CEDEX
RO;95459;M.N.H. I.D.F. MGAT;;;  IMP De la Chantourne ;38708;LA TRONCHE CEDEX
RO;990810609;M.N.T. ARDENNES;;;   30. RUE DE LA GRAVIERE ;8013;CHARLEVILLE MEZIERES 
RO;998610652;M.N.T. COVIMUT VIENNE;;;   5. rue des Carmes ;86036;POITIERS CEDEX
RO;993310609;M.N.T. GIRONDE;;;   349. BD DU PRESIDENT WILSON BP 230;33021;BORDEAUX CEDEX
RO;999730609;M.N.T. GUYANE;;;   Zone Administrative du Moulin à vent BP 0146;97354;REMIRE-MONTJOLY CEDEX
RO;993110654;M.N.T. HAUTE GARONNE;;;   7. rue du Périgord BP 7087;31070;TOULOUSE 7
RO;993710651;M.N.T. INDRE ET LOIRE;;;   22-24 place de la résistance CS5 4308;37043;TOURS CEDEX 1
RO;994410613;M.N.T. LOIRE ATLANTIQUE;;;   28 RUE DE STRASBOURG ;44094;NANTES CEDEX 1
RO;996610609;M.N.T. PYRENEES ORIENTAL;;;   9 ESPACE MEDITERRANEE BP989;66000;PERPIGNAN 
RO;996910609;M.N.T. RHONE;;;   66 rue de la Villette ;69425;Lyon CEDEX 03
RO;2475;MSA AGEN;;;   1. quai du Docteur-Calabet ;47913;AGEN CEDEX
RO;2471;MSA AGEN;;;   1. quai du Docteur-Calabet ;47913;AGEN CEDEX
RO;2472;MSA AGEN;;;   55. rue Camille Desmoulins ;47031;AGEN CEDEX
RO;2992;MSA AJACCIO;;;   Résid. Laétitia Bonaparte Avenue de la Grande Armée;20000;AJACCIO 
RO;2201;MSA AJACCIO;;;   Ornano B.P. 407;20184;AJACCIO CEDEX
RO;2205;MSA AJACCIO;;;   Ornano B.P. 407;20184;AJACCIO CEDEX
RO;2811;MSA ALBI;;;   14. rue de Ciron ;81017;ALBI CEDEX 9
RO;2812;MSA ALBI;;;    30. avenue Albert Thomas;81030;ALBI CEDEX 9
RO;2815;MSA ALBI;;;   14. rue de Ciron ;81017;ALBI CEDEX 9
RO;2611;MSA ALENCON;;;   52. bd. du 1er Chasseurs ;61011;ALENCON CEDEX
RO;2612;MSA ALENCON;;;   33. rue de Bretagne ;61015;ALENCON CEDEX
RO;2615;MSA ALENCON;;;   52. bd. du 1er Chasseurs ;61011;ALENCON CEDEX
RO;2805;MSA AMIENS;;;   27. rue Frédéric Petit ;80019;AMIENS CEDEX 9
RO;2802;MSA AMIENS;;;   Amiral Lejeune ;80055;AMIENS CEDEX 1
RO;2801;MSA AMIENS;;;   27. rue Frédéric Petit ;80019;AMIENS CEDEX 9
RO;2495;MSA ANGERS;;;   3. RUE CHARLES LACRETELLE BEAUCOUZE;49938;ANGERS CEDEX 9
RO;2492;MSA ANGERS;;;   1. rue Francis Meilland ;49044;ANGERS CEDEX 01
RO;2491;MSA ANGERS;;;   3. RUE CHARLES LACRETELLE BEAUCOUZE;49938;ANGERS CEDEX 9
RO;2165;MSA ANGOULEME;;;   Rue du Docteur Charles-Duroselle ;16016;ANGOULEME CEDEX
RO;2162;MSA ANGOULEME;;;   15. boulevard de Bury ;16021;ANGOULEME CEDEX
RO;2161;MSA ANGOULEME;;;   Rue du Docteur Charles-Duroselle ;16016;ANGOULEME CEDEX
RO;2741;MSA ANNECY;;;   2. bd. du Fier ;74993;ANNECY CEDEX
RO;2745;MSA ANNECY;;;   2. bd. du Fier ;74993;ANNECY CEDEX
RO;2621;MSA ARRAS;;;   1. rue A. Gatoux ;62024;ARRAS CEDEX
RO;2625;MSA ARRAS;;;   1. rue A. Gatoux ;62024;ARRAS CEDEX
RO;2622;MSA ARRAS;;;   7. rue du Cardinal ;62012;ARRAS CEDEX
RO;2325;MSA AUCH;;;   21. Avenue de la Marne ;32018;AUCH CEDEX
RO;2322;MSA AUCH;;;   9. place Jean David ;32000;AUCH 
RO;2321;MSA AUCH;;;   21. Avenue de la Marne ;32018;AUCH CEDEX
RO;2982;MSA AURILLAC;;;   activité de Tronquières 14 avenue du Garric;15000;AURILLAC 
RO;2155;MSA AURILLAC;;;   9. rue Jean-de-Bonnefon B.P. 72;15011;AURILLAC CEDEX
RO;2151;MSA AURILLAC;;;   9. rue Jean-de-Bonnefon B.P. 72;15011;AURILLAC CEDEX
RO;2891;MSA AUXERRE;;;   14bis. rue Georges Guynemer B.P. 95;89001;AUXERRE CEDEX
RO;2895;MSA AUXERRE;;;   14bis. rue Georges Guynemer B.P. 95;89001;AUXERRE CEDEX
RO;2892;MSA AUXERRE;;;   18. rue Jules Ferry ;89000;AUXERRE 
RO;2842;MSA AVIGNON;;;   3. avenue Alphonse Daudet BP 137;84961;LE PONTET CEDEX
RO;2845;MSA AVIGNON;;;   1. place des Maraîchers ;84056;AVIGNON 
RO;2841;MSA AVIGNON;;;   1. place des Maraîchers ;84056;AVIGNON 
RO;2601;MSA BEAUVAIS;;;   8. avenue Victor Hugo B.P. 70828;60010;BEAUVAIS CEDEX
RO;2605;MSA BEAUVAIS;;;   8. avenue Victor Hugo B.P. 328-1;60010;BEAUVAIS CEDEX
RO;2255;MSA BESANCON;;;   13. avenue Elisée-Cusenier ;25090;BESANCON CEDEX 9
RO;2252;MSA BESANCON;;;   3. rue Voirin ;25000;BESANCON 
RO;2251;MSA BESANCON;;;   13. avenue Elisée-Cusenier ;25090;BESANCON CEDEX 9
RO;2411;MSA BLOIS;;;   19. avenue de Vendôme ;41023;BLOIS CEDEX
RO;2412;MSA BLOIS;;;   12. bis avenue Vendôme ;41000;BLOIS 
RO;2415;MSA BLOIS;;;   19. avenue de Vendôme ;41023;BLOIS CEDEX
RO;2765;MSA BOIS GUILLAUME;;;   Agriculture ;76236;BOIS-GUILLAUME CEDEX
RO;2761;MSA BOIS GUILLAUME;;;   Agriculture ;76236;BOIS-GUILLAUME CEDEX
RO;2335;MSA BORDEAUX;;;   13. rue Ferrère ;33052;BORDEAUX CEDEX
RO;2332;MSA BORDEAUX;;;   Immeuble Aquitaine Rue du Corps Franc Pommiès;33087;BORDEAUX CEDEX
RO;2331;MSA BORDEAUX;;;   13. rue Ferrère ;33052;BORDEAUX CEDEX
RO;2011;MSA BOURG EN BRESSE;;;   15. avenue du Champs de Foire ;1059;Bourg en Bresse CEDEX 9
RO;2015;MSA BOURG EN BRESSE;;;   15. avenue du Champs de Foire ;1059;Bourg en Bresse Cédex 9
RO;2185;MSA BOURGES;;;   Or B.P. 133;18032;BOURGES CEDEX
RO;2182;MSA BOURGES;;;   23 place St Charles ;45918;ORLEANS CEDEX 9
RO;2181;MSA BOURGES;;;   Or B.P. 133;18032;BOURGES CEDEX
RO;2292;MSA BREST;;;   Immeuble Kervor  Port de Commerce 310 rue Ernest Heminguay  CS 11815;29218;BREST CEDEX 1
RO;2145;MSA CAEN;;;   37. rue de Maltot ;14026;CAEN CEDEX
RO;2141;MSA CAEN;;;   37. rue de Maltot ;14026;CAEN CEDEX
RO;2142;MSA CAEN;;;   12. rue du Clos Herbert ;14052;CAEN CEDEX
RO;2461;MSA CAHORS;;;   Rue du Pape Jean XXIII B.P. 279;46014;CAHORS CEDEX
RO;2465;MSA CAHORS;;;   Rue du Pape Jean XXIII B.P. 279;46014;CAHORS CEDEX
RO;2111;MSA CARCASSONNE;;;   6.  rue du Palais B.P. 854;11011;CARCASSONNE CEDEX
RO;2115;MSA CARCASSONNE;;;   6.  rue du Palais B.P. 854;11011;CARCASSONNE CEDEX
RO;2512;MSA CHALONS SUR MARNE;;;   10. rue Gambetta ;51042;CHALONS EN CHAMPAGNE CEDEX
RO;2731;MSA CHAMBERY;;;   106. rue Juiverie ;73016;CHAMBERY CEDEX
RO;2735;MSA CHAMBERY;;;   106. rue Juiverie ;73016;CHAMBERY CEDEX
RO;2085;MSA CHARLEVILLE;;;   30. Av. Jean-Jaurès ;8108;CHARLEVILLE MEZIERES 
RO;2081;MSA CHARLEVILLE;;;   30. Av. Jean-Jaurès ;8108;CHARLEVILLE MEZIERES 
RO;2285;MSA CHARTRES;;;   5. rue de Chanzy ;28037;CHARTRES CEDEX
RO;2282;MSA CHARTRES;;;   Espace Océam Orléans;28038;CHARTRES CEDEX
RO;2281;MSA CHARTRES;;;   5. rue de Chanzy ;28037;CHARTRES CEDEX
RO;2362;MSA CHATEAUROUX;;;   18. Place Gambetta ;36028;CHATEAUROUX CEDEX
RO;2361;MSA CHATEAUROUX;;;   33-35. rue de Mousseaux ;36025;CHATEAUROUX CEDEX
RO;2365;MSA CHATEAUROUX;;;   33-35. rue de Mousseaux ;36025;CHATEAUROUX CEDEX
RO;2525;MSA CHAUMONT;;;   4. avenue Emile-Cassez B.P. 504;52017;CHAUMONT CEDEX
RO;2521;MSA CHAUMONT;;;   4. avenue Emile-Cassez B.P. 504;52017;CHAUMONT CEDEX
RO;2635;MSA CLERMONT FERRAND;;;   75. Boulevard F. Mitterrand ;63041;CLERMONT-FERRAND CEDEX
RO;2632;MSA CLERMONT FERRAND;;;   Résidence du Square 25. avenue Julien;63037;CLERMONT-Fd CEDEX
RO;2631;MSA CLERMONT FERRAND;;;   75. Boulevard F. Mitterrand ;63041;CLERMONT-FERRAND CEDEX
RO;2681;MSA COLMAR;;;   9 . rue de Guebwiller ;68023;COLMAR CEDEX
RO;2685;MSA COLMAR;;;   9. rue de Guebwiller ;68023;COLMAR CEDEX
RO;2211;MSA DIJON;;;   14. rue Félix-Trutat ;21046;DIJON CEDEX
RO;2212;MSA DIJON;;;   7. Bld. Rembrandt Apogée C    BP 77017;21070;DIJON 
RO;2215;MSA DIJON;;;   14. rue Félix-Trutat ;21046;DIJON CEDEX
RO;2835;MSA DRAGUIGNAN;;;   Rue Jean-Aicard ;83013;DRAGUIGNAN CEDEX
RO;2831;MSA DRAGUIGNAN;;;   Rue Jean-Aicard ;83013;DRAGUIGNAN CEDEX
RO;2881;MSA EPINAL;;;   8. av. Général de Gaulle BP 277;88017;EPINAL CEDEX
RO;2885;MSA EPINAL;;;   8. av. Général de Gaulle BP 277;88017;EPINAL CEDEX
RO;2272;MSA EVREUX;;;   32 rue Borville Dupuis ;27000;EVREUX 
RO;2271;MSA EVREUX;;;   32. rue Politzer ;27036;EVREUX CEDEX
RO;2275;MSA EVREUX;;;   32. rue Politzer ;27036;EVREUX CEDEX
RO;2095;MSA FOIX;;;   26. Allées-de-Villote ;9002;FOIX CEDEX
RO;2091;MSA FOIX;;;   26. Allées-de-Villote ;9002;FOIX CEDEX
RO;2051;MSA GAP;;;   25 B Avenue Commandant Dumont B.P. 79;5015;GAP CEDEX
RO;2055;MSA GAP;;;   25 B Avenue Commandant Dumont B.P. 79;5015;GAP CEDEX
RO;2385;MSA GRENOBLE;;;   5. place Gustave-Rivet ;38048;GRENOBLE CEDEX
RO;2382;MSA GRENOBLE;;;   47. avenue Alsace Lorraine ;38061;GRENOBLE CEDEX 1
RO;2381;MSA GRENOBLE;;;   5. place Gustave-Rivet ;38048;GRENOBLE CEDEX
RO;2235;MSA GUERET;;;   Auvergne B.P. 169;23011;GUERET CEDEX
RO;2232;MSA GUERET;;;   19. avenue Manouvrier ;23000;GUERET 
RO;2231;MSA GUERET;;;   Auvergne B.P. 169;23011;GUERET CEDEX
RO;2852;MSA LA ROCHE SUR YON;;;   5. avenue Gambetta ;85035;LA ROCHE/YON CEDEX
RO;2855;MSA LA ROCHE SUR YON;;;   33. boulevard Réaumur ;85011;LA ROCHE-SUR-YON CEDEX
RO;2851;MSA LA ROCHE SUR YON;;;   33. boulevard Réaumur ;85011;LA ROCHE-SUR-YON CEDEX
RO;2172;MSA LA ROCHELLE;;;   8. rue des Saints-Pères ;17025;LA ROCHELLE CEDEX
RO;2962;MSA LANDERNEAU;;;   Brest AAEXA  Im. Kervor Port de Commerce 310 rue E.Heminguay  CS 11815;29218;BREST CEDEX 1
RO;2291;MSA LANDERNEAU;;;   3. rue Hervé-de-Guébriant ;29412;LANDERNEAU CEDEX
RO;2295;MSA LANDERNEAU;;;   3. rue Hervé-de-Guébriant ;29412;LANDERNEAU CEDEX
RO;2752;MSA LANDERNEAU D.O.M;;;   Brest AAEXA Im. Kervor Port de Commerce 310 rue E. Heminguay CS 11815;29218;BREST CEDEX 1
RO;2021;MSA LAON;;;   rue turgot ;2008;LAON CEDEX 9
RO;2025;MSA LAON;;;   rue turgot ;2008;LAON CEDEX 9
RO;2022;MSA LAON;;;   46. rue de Crécy ;2007;LAON CEDEX
RO;2535;MSA LAVAL;;;   76. boulevard Lucien-Daniel ;53029;LAVAL CEDEX
RO;2531;MSA LAVAL;;;   76. boulevard Lucien-Daniel ;53029;LAVAL CEDEX
RO;2532;MSA LAVAL;;;   1 rue Francis Meilland ;49044;ANGERS CEDEX 01
RO;2725;MSA LE MANS;;;   30. rue Paul Ligneul ;72032;LE MANS CEDEX
RO;2722;MSA LE MANS;;;   1 rue Francis Meilland ;49044;ANGERS CEDEX 01
RO;2721;MSA LE MANS;;;   30. rue Paul Ligneul ;72032;LE MANS CEDEX
RO;2431;MSA LE PUY;;;   11. boulevard du Président-Bertrand ;43005;LE PUY CEDEX
RO;2435;MSA LE PUY;;;   11. boulevard du Président-Bertrand ;43005;LE PUY CEDEX
RO;2595;MSA LILLE;;;    ;59716;LILLE CEDEX 9
RO;2591;MSA LILLE;;;    ;59716;LILLE CEDEX 9
RO;2592;MSA LILLE;;;    230 av J. Jaurés;59790;RONCHIN 
RO;2872;MSA LIMOGES;;;   Ester BP 66808;87038;LIMOGES CEDEX
RO;2875;MSA LIMOGES;;;   Impasse Sainte-Claire ;87041;LIMOGES CEDEX
RO;2871;MSA LIMOGES;;;   Impasse Sainte-Claire ;87041;LIMOGES CEDEX
RO;2395;MSA LONS LE SAUNIER;;;   10. rue des Perrières B.P. 416;39016;LONS-LE-SAUNIER CEDEX
RO;2391;MSA LONS LE SAUNIER;;;   10. rue des Perrières B.P. 416;39016;LONS-LE-SAUNIER CEDEX
RO;2562;MSA LORIENT;;;   17bis. rue Marie Dorval ;56100;LORIENT 
RO;2695;MSA LYON;;;   35. rue du Plat B.P. 2612;69232;LYON CEDEX 02
RO;2692;MSA LYON;;;   La Villette Part Dieu - Bât A 26 rue de la Villette;69328;LYON CEDEX 03
RO;2691;MSA LYON;;;   35. rue du Plat B.P. 2612;69232;LYON CEDEX 02
RO;2711;MSA MACON;;;   46. rue de Paris ;71023;MACON CEDEX
RO;2715;MSA MACON;;;   46. rue de Paris ;71023;MACON CEDEX
RO;2712;MSA MACON;;;   4. rue Saint-Nizier ;71031;MACON CEDEX
RO;2131;MSA MARSEILLE;;;   152. avenue de Hambourg ;13416;MARSEILLE CEDEX 08
RO;2135;MSA MARSEILLE;;;   152. avenue de Hambourg ;13416;MARSEILLE CEDEX 08
RO;2485;MSA MENDE;;;   10. cité des Carmes ;48005;MENDE CEDEX
RO;2481;MSA MENDE;;;   10. cité des Carmes ;48005;MENDE CEDEX
RO;2575;MSA METZ;;;   17. avenue André Malraux ;57778;METZ CEDEX 09
RO;2571;MSA METZ;;;   17. avenue André Malraux ;57778;METZ CEDEX 09
RO;2401;MSA MONT DE MARSAN;;;   70. rue Alphonse Daudet ;40286;ST. PIERRE DU MONT CEDEX
RO;2405;MSA MONT DE MARSAN;;;   70. rue Alphonse Daudet ;40286;ST. PIERRE DU MONT CEDEX
RO;2821;MSA MONTAUBAN;;;   180. avenue Marcel Unal ;82014;MONTAUBAN CEDEX
RO;2822;MSA MONTAUBAN;;;   16. avenue de Mayenne ;82017;MONTAUBAN CEDEX
RO;2825;MSA MONTAUBAN;;;   180. avenue Marcel Unal ;82014;MONTAUBAN CEDEX
RO;2341;MSA MONTPELLIER;;;   Agriculture Place Chaptal;34262;MONTPELLIER CEDEX
RO;2345;MSA MONTPELLIER;;;   Agriculture Place Chaptal;34262;MONTPELLIER CEDEX
RO;2342;MSA MONTPELLIER;;;   Zac Val de Croze Quai Flora Tristan;34273;MONTPELLIER CEDEX 3
RO;2031;MSA MOULINS;;;   20. avenue Meunier B.P. 350;3011;MOULINS CEDEX
RO;2032;MSA MOULINS;;;   21. Cours Jean Jaurès ;3000;MOULINS 
RO;2035;MSA MOULINS;;;   20. avenue Meunier B.P. 350;3011;MOULINS CEDEX
RO;2542;MSA NANCY;;;   9 rue Maurice Barrès ;54075;NANCY CEDEX
RO;2441;MSA NANTES;;;   Espéranto SAINT-HERBLAIN;44957;NANTES CEDEX 9
RO;2442;MSA NANTES;;;   8 rue Petit Châtelier CS 30322;44303;NANTES CEDEX 3
RO;2445;MSA NANTES;;;   Espéranto SAINT-HERBLAIN;44957;NANTES CEDEX 9
RO;2582;MSA NEVERS;;;   5. rue du Pont Cizeau ;58000;NEVERS 
RO;2585;MSA NEVERS;;;   Agriculture B.P. 805;58017;NEVERS CEDEX
RO;2581;MSA NEVERS;;;   Agriculture B.P. 805;58017;NEVERS CEDEX
RO;2065;MSA NICE;;;   32. avenue de la Lanterne ;6044;NICE CEDEX
RO;2061;MSA NICE;;;   32. avenue de la Lanterne ;6044;NICE CEDEX
RO;2301;MSA NIMES;;;   Rue Edouard-Lalo ;30924;NIMES CEDEX 9
RO;2305;MSA NIMES - 02305;;;   Rue Edouard-Lalo ;30924;NIMES CEDEX 9
RO;2795;MSA NIORT;;;   12. avenue Bujault ;79042;NIORT CEDEX
RO;2792;MSA NIORT;;;   146 avenue de La Rochelle BP 88811;79028;NIORT CEDEX
RO;2791;MSA NIORT;;;   12. avenue Bujault ;79042;NIORT CEDEX
RO;2451;MSA ORLEANS;;;   Homme B.P. 9200;45924;ORLEANS CEDEX 9
RO;2455;MSA ORLEANS;;;   Homme B.P. 9200;45924;ORLEANS CEDEX 9
RO;2452;MSA ORLEANS;;;   23 place Saint Charles ;45918;ORLEANS CEDEX 9
RO;2751;MSA PARIS;;;   161. av. Paul Vaillant Couturier ;94250;GENTILLY BP126
RO;2755;MSA PARIS;;;   161. av. Paul Vaillant Couturier ;94250;GENTILLY BP126
RO;2641;MSA PAU;;;   1. place Marguerite Laborde ;64017;PAU CEDEX
RO;2642;MSA PAU;;;   56 avenue Jean Mermoz ;64000;PAU 
RO;2645;MSA PAU;;;   1. place Marguerite Laborde ;64017;PAU CEDEX
RO;2245;MSA PERIGUEUX;;;   9. rue Maleville ;24012;PERIGUEUX CEDEX
RO;2242;MSA PERIGUEUX;;;   8. rue des Mobiles de Coulmiers ;24000;PERIGUEUX 
RO;2241;MSA PERIGUEUX;;;   9. rue Maleville ;24012;PERIGUEUX CEDEX
RO;2665;MSA PERPIGNAN;;;   23 rue francois broussais B.P. 946;66017;PERPIGNAN CEDEX 9
RO;2662;MSA PERPIGNAN;;;   Iéna ;66850;PERPIGNAN CEDEX
RO;2661;MSA PERPIGNAN;;;   23 rue francois broussais B.P. 946;66017;PERPIGNAN CEDEX 9
RO;2971;MSA POINTE A PITRE;;;   antenne locale ;0NULL; 
RO;2865;MSA POITIERS;;;   37. rue de Touffenet ;86042;POITIERS CEDEX
RO;2862;MSA POITIERS;;;   5. Allée Martin Luther King ;86034;POITIERS CEDEX
RO;2861;MSA POITIERS;;;   37. rue de Touffenet ;86042;POITIERS CEDEX
RO;2071;MSA PRIVAS;;;   5. avenue du Vanel B.P. 614;7006;PRIVAS CEDEX
RO;2075;MSA PRIVAS;;;   5. avenue du Vanel B.P. 614;7006;PRIVAS CEDEX
RO;2515;MSA REIMS;;;   24. boulevard Louis-Roederer ;51077;REIMS CEDEX
RO;2511;MSA REIMS;;;   24. boulevard Louis-Roederer ;51077;REIMS CEDEX
RO;2351;MSA RENNES;;;   10. avenue des Français Libres ;35027;RENNES CEDEX
RO;2352;MSA RENNES;;;   ZAC de Saint Sulpice  Bât. H 14 rue du Patis Tatelin   CS 80831;35708;RENNES CEDEX 7
RO;2355;MSA RENNES;;;   10. avenue des Français Libres ;35027;RENNES CEDEX
RO;2125;MSA RODEZ;;;   15-17. avenue Victor Hugo ;12022;RODEZ CEDEX
RO;2121;MSA RODEZ;;;   15-17. avenue Victor Hugo ;12022;RODEZ CEDEX
RO;2122;MSA RODEZ;;;   Résidence Le Médicis Hôpital    BOURRAN;12000;RODEZ 
RO;2762;MSA ROUEN;;;   65 avenue de Bretagne ;76026;ROUEN CEDEX 1
RO;2221;MSA SAINT BRIEUC;;;   12. rue de Paimpont B.P. 68;22024;SAINT-BRIEUC CEDEX
RO;2225;MSA SAINT BRIEUC;;;   12. rue de Paimpont B.P. 68;22024;SAINT-BRIEUC CEDEX
RO;2222;MSA SAINT BRIEUC;;;   7. Bld. Clémenceau ;22014;SAINT-BRIEUC CEDEX
RO;2502;MSA SAINT LO;;;   58. rue de la Marne ;50014;SAINT-LO CEDEX
RO;2505;MSA SAINT LO;;;   9. place du Champ-de-Mars B.P. 205;50005;SAINT-LO CEDEX
RO;2501;MSA SAINT LO;;;   9. place du Champ-de-Mars B.P. 205;50005;SAINT-LO CEDEX
RO;2421;MSA SAINT PRIEST EN JAREZ;;;   43. avenue Albert-Raimond B.P. 51;42275;ST-PRIEST-EN-JAREZ CEDEX
RO;2425;MSA SAINT PRIEST EN JAREZ;;;   43. avenue Albert-Raimond B.P. 51;42275;ST-PRIEST-EN-JAREZ CEDEX
RO;2175;MSA SAINTES;;;   1 Bd Vladimir Fief Montlouis;17106;SAINTES CEDEX
RO;2171;MSA SAINTES;;;   1 Bd Vladimir Fief Montlouis;17106;SAINTES CEDEX
RO;2672;MSA STRASBOURG;;;   Industrie BP 90439;67412;ILLKIRCH CEDEX
RO;2671;MSA STRASBOURG;;;   9 . rue de Guebwiller ;68023;COLMAR CEDEX
RO;2675;MSA STRASBOURG;;;   9 rue de Guebwiller ;68023;Colmar CEDEX
RO;2651;MSA TARBES;;;   22. rue de Cronstadt B.P. 119;65022;TARBES CEDEX
