iter	RMSE
186	1.133850106
187	1.132066436
188	1.130495304
189	1.129282076
190	1.128164168
191	1.126738188
192	1.125444975
193	1.124620354
194	1.123574952
195	1.122508887
196	1.121549071
197	1.120703411
198	1.119435353
199	1.118747996
200	1.117764548
201	1.116991379
202	1.116596729
203	1.115982315
204	1.115186418
205	1.114126207
206	1.11314406
207	1.112340451
208	1.111619834
209	1.111304524
210	1.110840395
211	1.110008588
212	1.109538593
213	1.109111903
214	1.108797659
215	1.107902671
216	1.107607118
217	1.106558156
218	1.106221704
219	1.105262972
220	1.104108866
221	1.103917641
222	1.103655163
223	1.103066306
224	1.102535379
225	1.102134182
226	1.101695313
227	1.101325478
228	1.100905619
229	1.100676872
230	1.100391558
231	1.100026891
232	1.099409855
233	1.099108155
234	1.098937465
235	1.098393342
236	1.098303301
237	1.09807052
238	1.097695092
239	1.097295235
240	1.09723318
241	1.096842317
242	1.096740567
243	1.09645568
244	1.096268934
245	1.09577558
246	1.095602246
247	1.095439969
248	1.095358894
249	1.095150489
250	1.095125163
251	1.094944343
252	1.094776637
253	1.094515228
254	1.094454446
255	1.094223348
256	1.094198766
257	1.093999443
258	1.093946346
259	1.093828256
260	1.093702504
261	1.093583095
262	1.093435528
263	1.093307353
264	1.093156908
265	1.093142892
266	1.093115406
267	1.093105408
268	1.093092454
269	1.093080809
270	1.093069034
271	1.092980175
272	1.092970753
273	1.092878018
274	1.092865245
275	1.092855634
276	1.092849162
277	1.092837737
278	1.092831771
279	1.092812131
280	1.092806974
281	1.092784618
282	1.092766356
283	1.092753245
284	1.092688692
285	1.092685201
286	1.092583743
287	1.092580041
288	1.092557941
289	1.092549955
290	1.09254689
291	1.092540985
292	1.092536378
293	1.092533884
294	1.092528194
295	1.092472693
296	1.092414732
297	1.092396238
298	1.092380769
299	1.092378857
300	1.092365632
301	1.092363258
302	1.092355463
303	1.09235152
304	1.092349014
305	1.092342899
306	1.092341169
307	1.092339868
308	1.092333273
309	1.092331175
310	1.092329612
311	1.092321808
312	1.092319901
313	1.092318181
314	1.09231477
315	1.092311566
316	1.092310714
317	1.092307094
318	1.092305582
319	1.092304564
320	1.092303599
321	1.092302251
322	1.09230138
323	1.092300555
324	1.092299497
325	1.092298314
326	1.09229148
327	1.092290781
328	1.09228983
329	1.092289607
330	1.092288572
331	1.092287579
332	1.092286708
333	1.092285773
334	1.092284875
335	1.092284007
336	1.09228337
337	1.092282904
338	1.092280788
339	1.092280022
340	1.092279629
341	1.092278912
342	1.092277426
343	1.092276769
344	1.092276449
345	1.092275747
346	1.092275133
347	1.092274852
348	1.092274307
349	1.092274043
350	1.092272711
351	1.092272176
352	1.092270901
353	1.092270405
354	1.092269926
355	1.092269735
356	1.092269695
357	1.092269248
358	1.092268616
359	1.092268187
360	1.092267775
361	1.092267157
362	1.09226655
363	1.092266152
364	1.092265557
365	1.092265423
366	1.092265049
367	1.092264686
368	1.092264339
369	1.092264004
370	1.092263421
371	1.092263097
372	1.092262052
373	1.092261033
374	1.092260457
375	1.092259979
376	1.092258985
377	1.092258706
378	1.092257748
379	1.092257489
380	1.092257238
381	1.092256664
382	1.092256648
383	1.092256085
384	1.09225584
385	1.092255603
386	1.092253015
387	1.092252124
388	1.092251913
389	1.092251893
390	1.092251688
391	1.09225113
392	1.092251111
393	1.092250657
394	1.092250456
395	1.092250261
396	1.092250241
397	1.092250051
398	1.092249211
399	1.092249036
400	1.092248867
401	1.092248841
402	1.092248032
403	1.092247873
404	1.092247844
405	1.092247816
406	1.092247789
407	1.092247764
408	1.092247604
409	1.09224745
410	1.092247423
411	1.092247396
412	1.092246835
413	1.092246044
414	1.092245896
415	1.092245868
416	1.092245724
417	1.092245696
418	1.092245554
419	1.092244794
420	1.092244763
421	1.09224463
422	1.092244502
423	1.092244469
424	1.092244344
425	1.092244311
426	1.092241913
427	1.092241796
428	1.092241718
429	1.092241607
430	1.092241499
431	1.092241459
432	1.092241354
433	1.092241313
434	1.092241275
435	1.092238939
436	1.092238901
437	1.092238799
438	1.0922387
439	1.092238605
440	1.092238513
441	1.09223847
442	1.092238379
443	1.092238336
444	1.092238295
445	1.092238205
446	1.092238164
447	1.092237728
448	1.092237689
449	1.092237652
450	1.092237616
451	1.092236912
452	1.092236875
453	1.09223684
454	1.092234513
455	1.092233827
456	1.092233743
457	1.091782207
458	1.091782124
459	1.091769684
460	1.091744584
461	1.091744508
462	1.091744463
463	1.091744419
464	1.091676321
465	1.090621786
466	1.090584177
467	1.089753817
468	1.089753737
469	1.088862557
470	1.08883862
471	1.088838566
472	1.088838488
473	1.088838435
474	1.088837765
475	1.088837693
476	1.088791975
477	1.087911153
478	1.087911092
479	1.087910433
480	1.087910367
481	1.087910304
482	1.087910244
483	1.087846156
484	1.087845512
485	1.087845451
486	1.087821362
487	1.087821304
488	1.087820682
489	1.087820628
490	1.087820577
491	1.087808224
492	1.087765594
493	1.087764989
494	1.087697018
495	1.087696971
496	1.087696381
497	1.087689495
498	1.087689452
499	1.087620203
500	1.087589262
501	1.087589219
502	1.087589142
503	1.087589099
504	1.087589024
505	1.087588981
506	1.087588965
507	1.087588923
508	1.087588849
509	1.087588807
510	1.087588767
511	1.087588728
512	1.087556827
513	1.087556751
514	1.087556678
515	1.0875471
516	1.08754706
517	1.086647871
518	1.086647799
519	1.086647758
520	1.086647717
521	1.086647679
522	1.086647101
523	1.086647025
524	1.086646988
525	1.086646946
526	1.086634313
527	1.086634237
528	1.086546465
529	1.086531454
530	1.086531418
531	1.086524947
532	1.085987585
533	1.08595974
534	1.085959182
535	1.085959147
536	1.085216004
537	1.085172038
538	1.084555528
539	1.084550205
540	1.084295139
541	1.084295103
542	1.084295067
543	1.084202959
544	1.084202924
545	1.084202891
546	1.084141621
547	1.084128297
548	1.084127747
549	1.08412772
550	1.084127693
551	1.084127668
552	1.084127567
553	1.084127542
554	1.083596185
555	1.083596155
556	1.083567737
557	1.08356771
558	1.083567685
559	1.082774424
560	1.082767776
561	1.082710482
562	1.082710463
563	1.082698818
564	1.0826988
565	1.082680235
566	1.082680219
567	1.082680203
568	1.082680188
569	1.082680173
570	1.082680159
571	1.08267965
572	1.082135513
573	1.082135503
574	1.082135493
575	1.082135005
576	1.082134527
577	1.082134519
578	1.082134511
579	1.08212878
580	1.082128772
581	1.082123852
582	1.082123845
583	1.081530574
584	1.081523164
585	1.081523157
586	1.081523151
587	1.081514941
588	1.081514935
589	1.081508545
590	1.08150854
591	1.081508535
592	1.081399736
593	1.081399731
594	1.081399726
595	1.081399722
596	1.081399718
597	1.081399714
598	1.08139971
599	1.081399706
600	1.081399702
601	1.081399699
602	1.081327625
603	1.081327622
604	1.081327619
605	1.081276813
606	1.08127681
