Statement,Header,Nom champ,Valeur champ
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,BrokerAddress,
Statement,Data,Title,Synthèse du réalisé
Statement,Data,Period,"Novembre 8, 2019"
Statement,Data,WhenGenerated,"2019-11-11, 07:53:08 EST"
Informations du compte,Header,Nom champ,Valeur champ
Informations du compte,Data,Nom,CSS Alpha Fund Ltd
Informations du compte,Data,Compte,DU1507428
Informations du compte,Data,Nom compte centralisateur,CSS Alpha Fund Ltd
Informations du compte,Data,Type de Compte,Individuel
Informations du compte,Data,Type de client,Sociétés
Informations du compte,Data,Capacités du compte,Portfolio margin
Informations du compte,Data,Devise de base,USD
Actif net,Header,Classe d'Actif,Total précédent,Actuel long,Actuel short,Total actuel,Variation
Actif net,Data,Espèces,793374.563268833,680868.453939229,0,680868.453939229,-112506.109329604
Actif net,Data,Action,-287611.87,1098374.21,-1273988.55,-175614.34,111997.53
Actif net,Data,Intérêts cumulés,-167.77,53.35,-302.69,-249.34,-81.57
Actif net,Data,Total,505594.923268833,1779296.013939229,-1274291.24,505004.773939229,-590.149329604
Actif net,Header,Taux de rentabilité pondéré dans le temps
Actif net,Data,-0.116723745%
Changements de l'actif net,Header,Nom champ,Valeur champ
Changements de l'actif net,Data,Valeur de départ,505594.923268833
Changements de l'actif net,Data,P/L Réalisé,-2008.834971
Changements de l'actif net,Data,Changement dans les pertes et profits non-réalisés,1507.19564
Changements de l'actif net,Data,Dividendes,-6.94
Changements de l'actif net,Data,Changement dans l'accumulation des intérêts,-81.57
Changements de l'actif net,Data,Valeur en fin de période,505004.773939229
Synthèse de la performance réalisée et non-réalisée,Header,Catégorie d'actifs,Symbole,Aj. coût,Realisé Profit C/T,Realisé Perte C/T,Realisé Profit L/T,Realisé Perte L/T,Realisé Total,Non-Réalisé Profit C/T,Non-Réalisé Perte C/T,Non-Réalisé Profit L/T,Non-Réalisé Perte L/T,Non-Réalisé Total,Total,Code
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PG,0,0,0,0,0,0,0,-31.71,0,0,-31.71,-31.71,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PHM,0,0,0,0,0,0,0,-604.890305,0,0,-604.890305,-604.890305,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PKG,0,0,0,0,0,0,0,-108.018218,0,0,-108.018218,-108.018218,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PM,0,0,0,0,0,0,0,-177.88006,0,0,-177.88006,-177.88006,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PPG,0,0,0,0,0,0,0,-403.773042,0,0,-403.773042,-403.773042,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PPL,0,0,0,0,0,0,0,-835.615816,0,0,-835.615816,-835.615816,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PSX,0,0,0,0,0,0,0,-696.461916,0,0,-696.461916,-696.461916,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PVH,0,0,0,0,0,0,0,-1237.471289,0,0,-1237.471289,-1237.471289,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PWR,0,0,-442.496006,0,0,-442.496006,0,0,0,0,0,-442.496006,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,PYPL,0,0,0,0,0,0,0,-183.36,0,0,-183.36,-183.36,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,QRVO,0,0,0,0,0,0,3082.22,0,0,0,3082.22,3082.22,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,RCL,0,0,0,0,0,0,0,-687.419834,0,0,-687.419834,-687.419834,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,RE,0,0,0,0,0,0,0,-207.548975,0,0,-207.548975,-207.548975,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,REG,0,0,0,0,0,0,0,-472.87,0,0,-472.87,-472.87,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,REGN,0,0,0,0,0,0,1153.01,0,0,0,1153.01,1153.01,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,RHI,0,0,0,0,0,0,60.131972,0,0,0,60.131972,60.131972,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,ROK,0,0,0,0,0,0,217.88,0,0,0,217.88,217.88,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,ROL,0,0,0,0,0,0,0,-21.845,0,0,-21.845,-21.845,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,RSG,0,0,0,0,0,0,0,-11.44,0,0,-11.44,-11.44,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,RTN,0,0,0,0,0,0,0,-821.71236,0,0,-821.71236,-821.71236,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SBUX,0,0,0,0,0,0,0,-514.88,0,0,-514.88,-514.88,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SCHW,0,0,0,0,0,0,22.045,0,0,0,22.045,22.045,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SEE,0,0,-687.281346,0,0,-687.281346,0,0,0,0,0,-687.281346,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SHW,0,0,0,0,0,0,133.13,0,0,0,133.13,133.13,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SIVB,0,0,0,0,0,0,3.62,0,0,0,3.62,3.62,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SLG,0,0,0,0,0,0,0,-402.941488,0,0,-402.941488,-402.941488,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SNA,0,0,0,0,0,0,0,-563.137146,0,0,-563.137146,-563.137146,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SO,0,0,0,0,0,0,99.04,0,0,0,99.04,99.04,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SPB,0,0,0,0,0,0,0,-12.507342,0,0,-12.507342,-12.507342,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SRE,0,0,0,0,0,0,44.44,0,0,0,44.44,44.44,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,STX,0,0,0,0,0,0,0,-137.106971,0,0,-137.106971,-137.106971,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,STZ,0,0,0,0,0,0,0,-294.8,0,0,-294.8,-294.8,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SWK,0,0,0,0,0,0,0,-264.464659,0,0,-264.464659,-264.464659,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SWKS,0,0,0,0,0,0,0,-1698.064252,0,0,-1698.064252,-1698.064252,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,SYF,0,0,0,0,0,0,421.59,0,0,0,421.59,421.59,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,T,0,0,0,0,0,0,0,-248.53777,0,0,-248.53777,-248.53777,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TDG,0,0,0,0,0,0,233.65,0,0,0,233.65,233.65,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TFX,0,0,0,0,0,0,202.186557,0,0,0,202.186557,202.186557,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TGT,0,0,0,0,0,0,275.57075,0,0,0,275.57075,275.57075,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TPR,0,0,0,0,0,0,68.08,0,0,0,68.08,68.08,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TROW,0,0,0,0,0,0,0,-109.575679,0,0,-109.575679,-109.575679,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TRV,0,0,0,0,0,0,0,-148.655684,0,0,-148.655684,-148.655684,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TSCO,0,0,0,0,0,0,72.279893,0,0,0,72.279893,72.279893,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TTWO,0,0,0,0,0,0,0,-15.45,0,0,-15.45,-15.45,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,TWTR,0,0,-267.63061,0,0,-267.63061,0,0,0,0,0,-267.63061,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,UAA,0,1102.260745,0,0,0,1102.260745,0,0,0,0,0,1102.260745,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,UAL,0,0,0,0,0,0,134.08,0,0,0,134.08,134.08,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,UHS,0,0,0,0,0,0,0,-403.56,0,0,-403.56,-403.56,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,ULTA,0,0,0,0,0,0,0,-249.87,0,0,-249.87,-249.87,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,UNP,0,0,0,0,0,0,636.2,0,0,0,636.2,636.2,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,UPS,0,0,0,0,0,0,0,-733.076363,0,0,-733.076363,-733.076363,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,UTX,0,0,0,0,0,0,0,-95.055713,0,0,-95.055713,-95.055713,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,VAR,0,0,0,0,0,0,349.26,0,0,0,349.26,349.26,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,VFC,0,0,0,0,0,0,326.82,0,0,0,326.82,326.82,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,VIAB,0,0,0,0,0,0,0,-147.88,0,0,-147.88,-147.88,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,VLO,0,0,0,0,0,0,0,-1022.021618,0,0,-1022.021618,-1022.021618,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,VMC,0,0,0,0,0,0,0,-768.72,0,0,-768.72,-768.72,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,VRTX,0,0,0,0,0,0,0,-344.415774,0,0,-344.415774,-344.415774,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,VTR,0,0,0,0,0,0,0,-373.06,0,0,-373.06,-373.06,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WAB,0,0,0,0,0,0,30.75,0,0,0,30.75,30.75,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WAT,0,0,0,0,0,0,0,-435.24,0,0,-435.24,-435.24,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WBA,0,0,0,0,0,0,0,-225.230785,0,0,-225.230785,-225.230785,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WDC,0,0,0,0,0,0,0,-202.96,0,0,-202.96,-202.96,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WFC,0,0,0,0,0,0,0,-783.127827,0,0,-783.127827,-783.127827,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WHR,0,0,0,0,0,0,462.54439,0,0,0,462.54439,462.54439,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WRK,0,0,0,0,0,0,131.65,0,0,0,131.65,131.65,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WU,0,0,0,0,0,0,2701.8,0,0,0,2701.8,2701.8,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,WYNN,0,0,-922.698608,0,0,-922.698608,0,0,0,0,0,-922.698608,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,XEC,0,0,0,0,0,0,37.391488,0,0,0,37.391488,37.391488,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,XEL,0,0,0,0,0,0,0,-721.75,0,0,-721.75,-721.75,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,XRAY,0,0,0,0,0,0,718.95,0,0,0,718.95,718.95,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,XRX,0,0,0,0,0,0,0,-1386.452756,0,0,-1386.452756,-1386.452756,
Synthèse de la performance réalisée et non-réalisée,Data,Actions,ZBH,0,0,0,0,0,0,0,-76.115436,0,0,-76.115436,-76.115436,
Synthèse de la performance réalisée et non-réalisée,Data,Total,,0,3086.39114,-5095.226111,0,0,-2008.834971,52897.954979,-70036.246108,0,0,-17138.291129,-19147.1261,
Synthèse de la performance réalisée et non-réalisée,Data,Total (Tous les actifs),,0,3086.39114,-5095.226111,0,0,-2008.834971,52897.954979,-70036.246108,0,0,-17138.291129,-19147.1261,
Positions ouvertes,Header,DataDiscriminator,Catégorie d'actifs,Devise,Symbole,Quantité,Mult,Coût,Coût d'acquisition,Prix de clôture,Valeur,P/L Non-Réalisé,P&L non réalisé %,Code
Positions ouvertes,Data,Summary,Actions,USD,A,-132,1,76.010731629,-10033.416575,76.64,-10116.48,-83.063425,-0.83,
Positions ouvertes,Data,Summary,Actions,USD,ABC,-123,1,81.681929821,-10046.877368,86.07,-10586.61,-539.732632,-5.37,
Positions ouvertes,Data,Summary,Actions,USD,ABMD,54,1,183.138518519,9889.48,219.62,11859.48,1970,19.92,
Positions ouvertes,Data,Summary,Actions,USD,ACN,52,1,193.359230769,10054.68,189.7,9864.4,-190.28,-1.89,
Positions ouvertes,Data,Summary,Actions,USD,ADBE,4,1,282.07,1128.28,292.46,1169.84,41.56,3.68,
Positions ouvertes,Data,Summary,Actions,USD,ADI,91,1,110.010989011,10011,113.02,10284.82,273.82,2.74,
Positions ouvertes,Data,Summary,Actions,USD,ADP,-62,1,162.110395887,-10050.844545,162.73,-10089.26,-38.415455,-0.38,
Positions ouvertes,Data,Summary,Actions,USD,ADSK,-66,1,151.411594879,-9993.165262,152.96,-10095.36,-102.194738,-1.02,
Positions ouvertes,Data,Summary,Actions,USD,AEE,131,1,75.857633588,9937.35,73.81,9669.11,-268.24,-2.70,
Positions ouvertes,Data,Summary,Actions,USD,AES,-633,1,15.8477124,-10031.601949,17.64,-11166.12,-1134.518051,-11.31,
Positions ouvertes,Data,Summary,Actions,USD,AFL,-196,1,51.113720776,-10018.289272,54.14,-10611.44,-593.150728,-5.92,
Positions ouvertes,Data,Summary,Actions,USD,AIV,-24,1,51.897139167,-1245.53134,53.17,-1276.08,-30.54866,-2.45,
Positions ouvertes,Data,Summary,Actions,USD,AIZ,-78,1,127.214426821,-9922.725292,130.07,-10145.46,-222.734708,-2.24,
Positions ouvertes,Data,Summary,Actions,USD,ALB,147,1,67.646802721,9944.08,67.98,9993.06,48.98,0.49,
Positions ouvertes,Data,Summary,Actions,USD,ALGN,54,1,186.928518519,10094.14,259.92,14035.68,3941.54,39.05,
Positions ouvertes,Data,Summary,Actions,USD,ALK,140,1,70.928571429,9930,71.17,9963.8,33.8,0.34,
Positions ouvertes,Data,Summary,Actions,USD,ALLE,-97,1,103.09743734,-10000.451422,115.65,-11218.05,-1217.598578,-12.18,
Positions ouvertes,Data,Summary,Actions,USD,ALXN,92,1,108.760869565,10006,110.79,10192.68,186.68,1.87,
Positions ouvertes,Data,Summary,Actions,USD,AMD,-287,1,35.122028415,-10080.022155,36.29,-10415.23,-335.207845,-3.33,
Positions ouvertes,Data,Summary,Actions,USD,AME,-106,1,94.818484057,-10050.75931,96.54,-10233.24,-182.48069,-1.82,
Positions ouvertes,Data,Summary,Actions,USD,AMP,-76,1,132.63397725,-10080.182271,158.54,-12049.04,-1968.857729,-19.53,
Positions ouvertes,Data,Summary,Actions,USD,AMZN,1,1,1821.99,1821.99,1785.88,1785.88,-36.11,-1.98,
Positions ouvertes,Data,Summary,Actions,USD,ANET,-42,1,239.571111762,-10061.986694,192.61,-8089.62,1972.366694,19.60,
Positions ouvertes,Data,Summary,Actions,USD,AOS,192,1,51.975208333,9979.24,52.08,9999.36,20.12,0.20,
Positions ouvertes,Data,Summary,Actions,USD,APH,-104,1,95.954432962,-9979.261028,102.7,-10680.8,-701.538972,-7.03,
Positions ouvertes,Data,Summary,Actions,USD,APTV,111,1,89.689009009,9955.48,96.88,10753.68,798.2,8.02,
Positions ouvertes,Data,Summary,Actions,USD,ARNC,344,1,28.95627907,9960.96,28.97,9965.68,4.72,0.05,
Positions ouvertes,Data,Summary,Actions,USD,ATO,89,1,111.771235955,9947.64,107.32,9551.48,-396.16,-3.98,
Positions ouvertes,Data,Summary,Actions,USD,AVGO,32,1,313.82125,10042.28,313.41,10029.12,-13.16,-0.13,
Positions ouvertes,Data,Summary,Actions,USD,AVY,-89,1,112.615077674,-10022.741913,133.83,-11910.87,-1888.128087,-18.84,
Positions ouvertes,Data,Summary,Actions,USD,AXP,84,1,118.841904762,9982.72,121.47,10203.48,220.76,2.21,
Positions ouvertes,Data,Summary,Actions,USD,BBY,-137,1,74.528338073,-10210.382316,76.85,-10528.45,-318.067684,-3.12,
Positions ouvertes,Data,Summary,Actions,USD,BEN,-357,1,28.325891174,-10112.343149,28.28,-10095.96,16.383149,0.16,
Positions ouvertes,Data,Summary,Actions,USD,BIIB,42,1,236.693809524,9941.14,293.25,12316.5,2375.36,23.89,
Positions ouvertes,Data,Summary,Actions,USD,BK,216,1,46.015,9939.24,49.2,10627.2,687.96,6.92,
Positions ouvertes,Data,Summary,Actions,USD,BLK,-22,1,456.304979818,-10038.709556,490.21,-10784.62,-745.910444,-7.43,
Positions ouvertes,Data,Summary,Actions,USD,BLL,153,1,65.206535948,9976.6,64.65,9891.45,-85.15,-0.85,
Positions ouvertes,Data,Summary,Actions,USD,BSX,-260,1,38.524083431,-10016.261692,40.51,-10532.6,-516.338308,-5.16,
Positions ouvertes,Data,Summary,Actions,USD,BWA,-221,1,45.313942878,-10014.381376,46.31,-10234.51,-220.128624,-2.20,
Positions ouvertes,Data,Summary,Actions,USD,C,-147,1,68.03166985,-10000.655468,76.12,-11189.64,-1188.984532,-11.89,
Positions ouvertes,Data,Summary,Actions,USD,CAH,-202,1,49.693852208,-10038.158146,53.75,-10857.5,-819.341854,-8.16,
Positions ouvertes,Data,Summary,Actions,USD,CBRE,-187,1,53.513425545,-10007.010577,54.89,-10264.43,-257.419423,-2.57,
Positions ouvertes,Data,Summary,Actions,USD,CCI,74,1,133.273513514,9862.24,130.81,9679.94,-182.3,-1.85,
Positions ouvertes,Data,Summary,Actions,USD,CCL,-232,1,43.119677957,-10003.765286,45.05,-10451.6,-447.834714,-4.48,
Positions ouvertes,Data,Summary,Actions,USD,CDNS,156,1,64.156410256,10008.4,67.1,10467.6,459.2,4.59,
Positions ouvertes,Data,Summary,Actions,USD,CE,-82,1,123.182940561,-10101.001126,127.31,-10439.42,-338.418874,-3.35,
Positions ouvertes,Data,Summary,Actions,USD,CERN,-147,1,67.95167151,-9988.895712,67.31,-9894.57,94.325712,0.94,
Positions ouvertes,Data,Summary,Actions,USD,CFG,-279,1,35.864138491,-10006.094639,38.52,-10747.08,-740.985361,-7.41,
Positions ouvertes,Data,Summary,Actions,USD,CHD,148,1,67.326756757,9964.36,67.58,10001.84,37.48,0.38,
Positions ouvertes,Data,Summary,Actions,USD,CHRW,130,1,76.497692308,9944.7,78.06,10147.8,203.1,2.04,
Positions ouvertes,Data,Summary,Actions,USD,CHTR,-23,1,429.127518696,-9869.93293,469.75,-10804.25,-934.31707,-9.47,
Positions ouvertes,Data,Summary,Actions,USD,CI,-61,1,164.993842262,-10064.624378,188.2,-11480.2,-1415.575622,-14.06,
Positions ouvertes,Data,Summary,Actions,USD,CINF,88,1,114.201363636,10049.72,108.7,9565.6,-484.12,-4.82,
Positions ouvertes,Data,Summary,Actions,USD,CL,142,1,70.657042254,10033.3,66.63,9461.46,-571.84,-5.70,
Positions ouvertes,Data,Summary,Actions,USD,CMCSA,220,1,45.315,9969.3,45.19,9941.8,-27.5,-0.28,
Positions ouvertes,Data,Summary,Actions,USD,CMI,-55,1,182.477921436,-10036.285679,186.27,-10244.85,-208.564321,-2.08,
Positions ouvertes,Data,Summary,Actions,USD,CNC,192,1,51.815208333,9948.52,55.06,10571.52,623,6.26,
Positions ouvertes,Data,Summary,Actions,USD,COF,-104,1,96.549036038,-10041.099748,97.26,-10115.04,-73.940252,-0.74,
Positions ouvertes,Data,Summary,Actions,USD,COG,-533,1,18.76449246,-10001.474481,18.37,-9791.21,210.264481,2.10,
Positions ouvertes,Data,Summary,Actions,USD,COO,4,1,302.08,1208.32,291.4,1165.6,-42.72,-3.54,
Positions ouvertes,Data,Summary,Actions,USD,COP,-175,1,57.252981434,-10019.271751,59.16,-10353,-333.728249,-3.33,
Positions ouvertes,Data,Summary,Actions,USD,CPB,216,1,46.405,10023.48,46.25,9990,-33.48,-0.33,
Positions ouvertes,Data,Summary,Actions,USD,CRM,66,1,152.675151515,10076.56,161.11,10633.26,556.7,5.52,
Positions ouvertes,Data,Summary,Actions,USD,CSCO,-216,1,46.463919069,-10036.206519,48.83,-10547.28,-511.073481,-5.09,
Positions ouvertes,Data,Summary,Actions,USD,CSX,140,1,71.417142857,9998.4,74.03,10364.2,365.8,3.66,
Positions ouvertes,Data,Summary,Actions,USD,CTSH,163,1,61.36,10001.68,62.86,10246.18,244.5,2.44,
Positions ouvertes,Data,Summary,Actions,USD,CVX,88,1,113.381363636,9977.56,120.93,10641.84,664.28,6.66,
Positions ouvertes,Data,Summary,Actions,USD,D,-128,1,79.100430922,-10124.855158,80.28,-10275.84,-150.984842,-1.49,
Positions ouvertes,Data,Summary,Actions,USD,DAL,-182,1,55.443788115,-10090.769437,57.58,-10479.56,-388.790563,-3.85,
Positions ouvertes,Data,Summary,Actions,USD,DE,-62,1,162.900379516,-10099.82353,178.36,-11058.32,-958.49647,-9.49,
Positions ouvertes,Data,Summary,Actions,USD,DGX,97,1,103.380309278,10027.89,101.57,9852.29,-175.6,-1.75,
Positions ouvertes,Data,Summary,Actions,USD,DHI,191,1,52.475235602,10022.77,51.15,9769.65,-253.12,-2.53,
Positions ouvertes,Data,Summary,Actions,USD,DISCA,-322,1,30.964239919,-9970.485254,30.905,-9951.41,19.075254,0.19,
Positions ouvertes,Data,Summary,Actions,USD,DISCK,-401,1,25.11239098,-10070.068783,28.615,-11474.62,-1404.551217,-13.95,
Positions ouvertes,Data,Summary,Actions,USD,DOV,-100,1,100.09780872,-10009.780872,109.35,-10935,-925.219128,-9.24,
Positions ouvertes,Data,Summary,Actions,USD,DRE,-284,1,35.264150912,-10015.018859,34.59,-9823.56,191.458859,1.91,
Positions ouvertes,Data,Summary,Actions,USD,DVN,-440,1,22.624412559,-9954.741526,22.91,-10080.4,-125.658474,-1.26,
Positions ouvertes,Data,Summary,Actions,USD,EA,101,1,98.46990099,9945.46,98.27,9925.27,-20.19,-0.20,
Positions ouvertes,Data,Summary,Actions,USD,ECL,52,1,194.229230769,10099.92,190.39,9900.28,-199.64,-1.98,
Positions ouvertes,Data,Summary,Actions,USD,EFX,-72,1,138.843117708,-9996.704475,133.96,-9645.12,351.584475,3.52,
Positions ouvertes,Data,Summary,Actions,USD,EIX,-161,1,62.03238559,-9987.21408,66.3,-10674.3,-687.08592,-6.88,
Positions ouvertes,Data,Summary,Actions,USD,EL,54,1,186.058518519,10047.16,187.27,10112.58,65.42,0.65,
Positions ouvertes,Data,Summary,Actions,USD,EMN,-137,1,73.621057591,-10086.08489,83.9,-11494.3,-1408.21511,-13.96,
Positions ouvertes,Data,Summary,Actions,USD,ESS,4,1,327.75,1311,314.92,1259.68,-51.32,-3.91,
Positions ouvertes,Data,Summary,Actions,USD,ETFC,244,1,40.790737705,9952.94,43.48,10609.12,656.18,6.59,
Positions ouvertes,Data,Summary,Actions,USD,EXPE,74,1,135.483513514,10025.78,101.32,7497.68,-2528.1,-25.22,
Positions ouvertes,Data,Summary,Actions,USD,EXR,-86,1,117.575818977,-10111.520432,106.29,-9140.94,970.580432,9.60,
Positions ouvertes,Data,Summary,Actions,USD,FANG,132,1,74.947575758,9893.08,75.43,9956.76,63.68,0.64,
Positions ouvertes,Data,Summary,Actions,USD,FAST,321,1,30.838115265,9899.035,37.07,11899.47,2000.435,20.21,
Positions ouvertes,Data,Summary,Actions,USD,FBHS,163,1,61.526134969,10028.76,62.06,10115.78,87.02,0.87,
Positions ouvertes,Data,Summary,Actions,USD,FCX,1090,1,9.035,9848.15,11.52,12556.8,2708.65,27.50,
Positions ouvertes,Data,Summary,Actions,USD,FDX,61,1,163.906393443,9998.29,163.22,9956.42,-41.87,-0.42,
Positions ouvertes,Data,Summary,Actions,USD,FITB,378,1,26.555,10037.79,30.56,11551.68,1513.89,15.08,
Positions ouvertes,Data,Summary,Actions,USD,FLIR,-186,1,53.463397828,-9944.191996,53.24,-9902.64,41.551996,0.42,
Positions ouvertes,Data,Summary,Actions,USD,FLS,203,1,49.065,9960.195,49.13,9973.39,13.195,0.13,
Positions ouvertes,Data,Summary,Actions,USD,FLT,-33,1,301.41333797,-9946.640153,293.45,-9683.85,262.790153,2.64,
Positions ouvertes,Data,Summary,Actions,USD,FRC,-94,1,107.007027383,-10058.660574,110.22,-10360.68,-302.019426,-3.00,
Positions ouvertes,Data,Summary,Actions,USD,FRT,-76,1,131.803994434,-10017.103577,131.48,-9992.48,24.623577,0.25,
Positions ouvertes,Data,Summary,Actions,USD,FTI,-484,1,20.644453545,-9991.915516,20.6,-9970.4,21.515516,0.22,
Positions ouvertes,Data,Summary,Actions,USD,GOOG,-8,1,1205.109932125,-9640.879457,1311.37,-10490.96,-850.080543,-8.82,
Positions ouvertes,Data,Summary,Actions,USD,GOOGL,-8,1,1249.0990215,-9992.792172,1309,-10472,-479.207828,-4.80,
Positions ouvertes,Data,Summary,Actions,USD,GPC,-93,1,107.736897882,-10019.531503,106.15,-9871.95,147.581503,1.47,
Positions ouvertes,Data,Summary,Actions,USD,GS,-46,1,219.473598217,-10095.785518,222.91,-10253.86,-158.074482,-1.57,
Positions ouvertes,Data,Summary,Actions,USD,HAS,82,1,122.212195122,10021.4,95.53,7833.46,-2187.94,-21.83,
Positions ouvertes,Data,Summary,Actions,USD,HBI,-689,1,14.558774006,-10030.99529,15.86,-10927.54,-896.54471,-8.94,
Positions ouvertes,Data,Summary,Actions,USD,HCA,-73,1,135.923368411,-9922.405894,136.84,-9989.32,-66.914106,-0.67,
Positions ouvertes,Data,Summary,Actions,USD,HES,-152,1,66.593239191,-10122.172357,71.85,-10921.2,-799.027643,-7.89,
Positions ouvertes,Data,Summary,Actions,USD,HFC,-175,1,57.5829746,-10077.020555,54.14,-9474.5,602.520555,5.98,
Positions ouvertes,Data,Summary,Actions,USD,HOLX,-210,1,47.649132633,-10006.317853,46.56,-9777.6,228.717853,2.29,
Positions ouvertes,Data,Summary,Actions,USD,HON,-56,1,179.618305304,-10058.625097,181.21,-10147.76,-89.134903,-0.89,
Positions ouvertes,Data,Summary,Actions,USD,HPE,660,1,14.915,9843.9,17.43,11503.8,1659.9,16.86,
Positions ouvertes,Data,Summary,Actions,USD,HPQ,584,1,17.155,10018.52,19.52,11399.68,1381.16,13.79,
Positions ouvertes,Data,Summary,Actions,USD,HRB,-424,1,23.574392894,-9995.542587,24.42,-10354.08,-358.537413,-3.59,
Positions ouvertes,Data,Summary,Actions,USD,HRL,-240,1,41.594019879,-9982.564771,41.97,-10072.8,-90.235229,-0.90,
Positions ouvertes,Data,Summary,Actions,USD,HST,591,1,16.815,9937.665,17.17,10147.47,209.805,2.11,
Positions ouvertes,Data,Summary,Actions,USD,IEX,7,1,167.132857143,1169.93,159.62,1117.34,-52.59,-4.50,
Positions ouvertes,Data,Summary,Actions,USD,INCY,120,1,83.528333333,10023.4,85.1,10212,188.6,1.88,
Positions ouvertes,Data,Summary,Actions,USD,IPG,488,1,20.545,10025.96,22.97,11209.36,1183.4,11.80,
Positions ouvertes,Data,Summary,Actions,USD,IPGP,67,1,148.854925373,9973.28,147.25,9865.75,-107.53,-1.08,
Positions ouvertes,Data,Summary,Actions,USD,IR,-76,1,131.114008724,-9964.664663,130.44,-9913.44,51.224663,0.51,
Positions ouvertes,Data,Summary,Actions,USD,IRM,304,1,32.851315789,9986.8,32.54,9892.16,-94.64,-0.95,
Positions ouvertes,Data,Summary,Actions,USD,ISRG,-19,1,535.186169737,-10168.537225,548.95,-10430.05,-261.512775,-2.57,
Positions ouvertes,Data,Summary,Actions,USD,IT,69,1,145.984492754,10072.93,160.36,11064.84,991.91,9.85,
