,Date,Nbre Positions,Nbre Tickers,Nbre Long,Nbre Short,Exposition Long,Exposition Short,Exposition Totale,Latent PnL
55,2019-12-26,262,28,33,229,329884.06,-2292928.25,-1963044.19,-9900.750000000058
56,2019-12-31,42,27,12,30,119242.52,-329648.92999999993,-210406.40999999997,-1540.700000000009
57,2020-01-02,43,35,1,42,20028.28,-700807.34,-680779.06,-2914.220000000022
58,2020-01-03,51,33,3,48,69954.31,-1221636.16,-1151681.85,-6790.90000000002
59,2020-01-06,52,37,4,48,49406.83,-1541488.0899999999,-1492081.2599999998,-13917.510000000017
60,2020-01-07,60,45,12,47,237984.76999999996,-1623048.78,-1385064.0100000002,-10190.210000000037
61,2020-01-08,46,43,6,40,168549.76,-1794186.4000000001,-1625636.64,-17524.09000000004
62,2020-01-09,57,48,13,42,444912.0,-2188662.9100000006,-1743750.91,-15072.480000000041
63,2020-01-10,110,51,20,90,644213.03,-5947697.149999999,-5303484.120000001,-75603.31000000008
64,2020-01-13,11,9,5,6,49913.36,-190818.69,-140905.33,-456.65999999999894
65,2020-01-16,51,51,5,46,257186.50999999998,-3576040.3000000003,-3318853.7899999996,-56501.40000000003
